,#,Constituency,State,Candidate,Votes,Votes%,Coalition,Party,Majority,Incumbent,Incumbent_Coalition,Incumbent_Party,Eligible_Voters,Malay_Voters%,Chinese_Voters%,Indian_Voters%,Others_Voters%,Muslim_Bumi_Voters%,Non_Muslim_Bumi_Voters%,Voter_Turnout,Voter_Turnout%,Spoilt_Votes,Spoilt_Votes%
142,P061,Padang Rengas,Perak,Mohamed Nazri Abdul Aziz,13005,53.8,BN,UMNO,2230,Mohamed Nazri Abdul Aziz,BN,UMNO,28518,76.0,17.0,7.0,,,,24190,84.8,410,1.4
143,P061,Padang Rengas,Perak,Meor Ahmad Isharra Ishak,10775,44.5,PR,PKR,2230,Mohamed Nazri Abdul Aziz,BN,UMNO,28518,76.0,17.0,7.0,,,,24190,84.8,410,1.4
144,P062,Sungai Siput,Perak,Michael Jeyakumar Devaraj,21593,51.9,PR,PKR,2793,Michael Jeyakumar Devaraj,PR,PKR,51596,33.0,39.0,21.0,,,,41572,80.6,982,1.9
145,P062,Sungai Siput,Perak,Devamany S. Krishnasamy,18800,45.2,BN,MIC,2793,Michael Jeyakumar Devaraj,PR,PKR,51596,33.0,39.0,21.0,,,,41572,80.6,982,1.9
146,P062,Sungai Siput,Perak,Nagalingam Singaravelloo,197,0.5,,IND,2793,Michael Jeyakumar Devaraj,PR,PKR,51596,33.0,39.0,21.0,,,,41572,80.6,982,1.9
147,P063,Tambun,Perak,Siti Aishah Shaik Ismail,32768,43.1,PR,PKR,9325,Ahmad Husni Hanadzlah,BN,UMNO,89435,64.0,22.0,12.0,,,,76057,85.0,1196,1.3
148,P063,Tambun,Perak,Ahmad Husni Hanadzlah,42093,55.3,BN,UMNO,9325,Ahmad Husni Hanadzlah,BN,UMNO,89435,64.0,22.0,12.0,,,,76057,85.0,1196,1.3
149,P064,Ipoh Timor,Perak,Thomas Su Keong Siong,49086,75.5,PR,DAP,34000,Lim Kit Siang,PR,DAP,81818,14.0,80.0,5.0,,,,65006,79.5,834,1.0
150,P064,Ipoh Timor,Perak,Kathleen Wong Mei Yin,15086,23.2,BN,MCA,34000,Lim Kit Siang,PR,DAP,81818,14.0,80.0,5.0,,,,65006,79.5,834,1.0
151,P065,Ipoh Barat,Perak,Cheng Wei Yee,16382,26.0,BN,MCA,29038,Kulasegaran Murugeson,PR,DAP,77761,14.0,62.0,23.0,,,,62912,80.9,875,1.1
152,P065,Ipoh Barat,Perak,Kulasegaran Murugeson,45420,72.2,PR,DAP,29038,Kulasegaran Murugeson,PR,DAP,77761,14.0,62.0,23.0,,,,62912,80.9,875,1.1
153,P065,Ipoh Barat,Perak,Kalwant Singh Sujan Singh,235,0.4,,IND,29038,Kulasegaran Murugeson,PR,DAP,77761,14.0,62.0,23.0,,,,62912,80.9,875,1.1
154,P066,Batu Gajah,Perak,Loo Thin Tuck,15360,21.9,BN,MCA,38410,Fong Po Kuan,PR,DAP,87587,11.0,74.0,15.0,,,,70096,80.1,966,1.1
155,P066,Batu Gajah,Perak,Sivakumar Varatharaju Naidu,53770,76.7,PR,DAP,38410,Fong Po Kuan,PR,DAP,87587,11.0,74.0,15.0,,,,70096,80.1,966,1.1
156,P067,Kuala Kangsar,Perak,Kamilia Ibrahim,447,1.6,,IND,1082,Rafidah Aziz,BN,UMNO,33540,68.0,24.0,7.0,,,,28208,84.1,407,1.2
157,P067,Kuala Kangsar,Perak,Wan Mohammad Khair-il Anuar Wan Ahmad,14218,50.4,BN,UMNO,1082,Rafidah Aziz,BN,UMNO,33540,68.0,24.0,7.0,,,,28208,84.1,407,1.2
158,P067,Kuala Kangsar,Perak,Khalil Idham Lim Abdullah,13136,46.6,PR,PAS,1082,Rafidah Aziz,BN,UMNO,33540,68.0,24.0,7.0,,,,28208,84.1,407,1.2
159,P068,Beruas,Perak,Ngeh Koo Ham,21939,55.5,PR,DAP,5057,Ngeh Koo Ham,PR,DAP,49205,33.0,52.0,15.0,,,,39508,80.3,687,1.4
160,P068,Beruas,Perak,Chang Ko Youn,16882,42.7,BN,Gerakan,5057,Ngeh Koo Ham,PR,DAP,49205,33.0,52.0,15.0,,,,39508,80.3,687,1.4
161,P069,Parit,Perak,Mohamad Zaim Abu Hassan,16253,56.9,BN,UMNO,4497,Mohd Nizar Zakaria,BN,UMNO,33503,93.0,3.0,3.0,,,,28541,85.2,532,1.6
162,P069,Parit,Perak,Muhammad Ismi Mat Taib,11756,41.2,PR,PAS,4497,Mohd Nizar Zakaria,BN,UMNO,33503,93.0,3.0,3.0,,,,28541,85.2,532,1.6
163,P070,Kampar,Perak,Lee Chee Leong,21463,43.7,BN,MCA,5400,Lee Chee Leong,BN,MCA,63619,29.0,61.0,9.0,,,,49146,77.2,820,1.3
164,P070,Kampar,Perak,Ko Chung Sen,26863,54.7,PR,DAP,5400,Lee Chee Leong,BN,MCA,63619,29.0,61.0,9.0,,,,49146,77.2,820,1.3
165,P071,Gopeng,Perak,Tan Chin Meng,32249,39.7,BN,MCA,15309,Lee Boon Chye,PR,PKR,97092,43.0,46.0,9.0,,,,81263,83.7,1456,1.5
166,P071,Gopeng,Perak,Lee Boon Chye,47558,58.5,PR,PKR,15309,Lee Boon Chye,PR,PKR,97092,43.0,46.0,9.0,,,,81263,83.7,1456,1.5
167,P072,Tapah,Perak,Ridzuan Bani,337,0.9,,IND,7927,Saravanan Murugan,BN,MIC,45485,46.0,28.0,13.0,,,,36855,81.0,1052,2.3
168,P072,Tapah,Perak,Vasantha Kumar Krishnan,12743,34.6,PR,PKR,7927,Saravanan Murugan,BN,MIC,45485,46.0,28.0,13.0,,,,36855,81.0,1052,2.3
169,P072,Tapah,Perak,Shaharuzzaman Bistamam,2053,5.6,,BERJASA,7927,Saravanan Murugan,BN,MIC,45485,46.0,28.0,13.0,,,,36855,81.0,1052,2.3
170,P072,Tapah,Perak,Saravanan Murugan,20670,56.1,BN,MIC,7927,Saravanan Murugan,BN,MIC,45485,46.0,28.0,13.0,,,,36855,81.0,1052,2.3
171,P073,Pasir Salak,Perak,Tajuddin Abdul Rahman,24875,57.4,BN,UMNO,7386,Tajuddin Abdul Rahman,BN,UMNO,51498,79.0,14.0,4.0,,,,43372,84.2,1008,2.0
172,P073,Pasir Salak,Perak,Mustaffa Kamil Ayub,17489,40.3,PR,PKR,7386,Tajuddin Abdul Rahman,BN,UMNO,51498,79.0,14.0,4.0,,,,43372,84.2,1008,2.0
173,P074,Lumut,Perak,Mohamad Imran Abdul Hamid,40308,54.8,PR,PKR,8168,Kong Cho Ha,BN,MCA,88300,51.0,35.0,12.0,,,,73581,83.3,1133,1.3
174,P074,Lumut,Perak,Kong Cho Ha,32140,43.7,BN,MCA,8168,Kong Cho Ha,BN,MCA,88300,51.0,35.0,12.0,,,,73581,83.3,1133,1.3
175,P075,Bagan Datok,Perak,Ahmad Zahid Hamidi,17176,52.1,BN,UMNO,2108,Ahmad Zahid Hamidi,BN,UMNO,39924,55.0,20.0,24.0,,,,32960,82.6,716,1.8
176,P075,Bagan Datok,Perak,Madhi Hasan,15068,45.7,PR,PKR,2108,Ahmad Zahid Hamidi,BN,UMNO,39924,55.0,20.0,24.0,,,,32960,82.6,716,1.8
177,P076,Telok Intan,Perak,Mah Siew Keong,20086,41.3,BN,Gerakan,7313,Manogaran Marimuthu,PR,DAP,60483,38.0,42.0,19.0,,,,48649,80.4,885,1.5
178,P076,Telok Intan,Perak,Moralingam Kannan,279,0.6,,IND,7313,Manogaran Marimuthu,PR,DAP,60483,38.0,42.0,19.0,,,,48649,80.4,885,1.5
179,P076,Telok Intan,Perak,Seah Leong Peng,27399,56.3,PR,DAP,7313,Manogaran Marimuthu,PR,DAP,60483,38.0,42.0,19.0,,,,48649,80.4,885,1.5
180,P077,Tanjong Malim,Perak,Tan Yee Kew,23897,44.9,PR,PKR,4328,Ong Ka Chuan,BN,MCA,64499,53.0,27.0,14.0,,,,53237,82.5,1115,1.7
181,P077,Tanjong Malim,Perak,Ong Ka Chuan,28225,53.0,BN,MCA,4328,Ong Ka Chuan,BN,MCA,64499,53.0,27.0,14.0,,,,53237,82.5,1115,1.7
182,P078,Cameron Highlands,Pahang,Kisho Kumar Kathirveloo,101,0.4,,IND,462,Devamany S. Krishnasamy,BN,MIC,27980,34.0,32.0,13.0,21.0,,,22748,81.3,877,3.1
183,P078,Cameron Highlands,Pahang,Palanivel K. Govindasamy,10506,46.2,BN,MIC,462,Devamany S. Krishnasamy,BN,MIC,27980,34.0,32.0,13.0,21.0,,,22748,81.3,877,3.1
184,P078,Cameron Highlands,Pahang,Manogaran Marimuthu,10044,44.2,PR,DAP,462,Devamany S. Krishnasamy,BN,MIC,27980,34.0,32.0,13.0,21.0,,,22748,81.3,877,3.1
185,P078,Cameron Highlands,Pahang,Alagu Thangarajoo,308,1.4,,IND,462,Devamany S. Krishnasamy,BN,MIC,27980,34.0,32.0,13.0,21.0,,,22748,81.3,877,3.1
186,P078,Cameron Highlands,Pahang,Mohd Shokri Mahmood,912,4.0,,BERJASA,462,Devamany S. Krishnasamy,BN,MIC,27980,34.0,32.0,13.0,21.0,,,22748,81.3,877,3.1
187,P079,Lipis,Pahang,Abdul Rahman Mohamad,14863,55.1,BN,UMNO,3469,Mohamad Shahrum Osman,BN,UMNO,32324,76.0,17.0,6.0,,,,26986,83.5,426,1.3
188,P079,Lipis,Pahang,Mohd Mahyudin Ghazal,11394,42.2,PR,PAS,3469,Mohamad Shahrum Osman,BN,UMNO,32324,76.0,17.0,6.0,,,,26986,83.5,426,1.3
189,P079,Lipis,Pahang,Aishaton Abu Bakar,303,1.1,,IND,3469,Mohamad Shahrum Osman,BN,UMNO,32324,76.0,17.0,6.0,,,,26986,83.5,426,1.3
190,P080,Raub,Pahang,Ariff Sabri Abdul Aziz,23415,52.1,PR,DAP,2814,Ng Yen Yen,BN,MCA,54214,50.0,40.0,6.0,,,,44943,82.9,927,1.7
191,P080,Raub,Pahang,Hoh Khai Mun,20601,45.8,BN,MCA,2814,Ng Yen Yen,BN,MCA,54214,50.0,40.0,6.0,,,,44943,82.9,927,1.7
192,P081,Jerantut,Pahang,Ahmad Nazlan Idris,26544,53.7,BN,UMNO,4532,Tengku Azlan Sultan Abu Bakar,BN,UMNO,58364,81.0,14.0,3.0,,,,49461,84.7,905,1.6
193,P081,Jerantut,Pahang,Hamzah Jaafar,22012,44.5,PR,PAS,4532,Tengku Azlan Sultan Abu Bakar,BN,UMNO,58364,81.0,14.0,3.0,,,,49461,84.7,905,1.6
194,P082,Indera Mahkota,Pahang,Fauzi Abdul Rahman,30584,56.1,PR,PKR,7523,Azan Ismail,PR,PKR,64219,65.0,29.0,6.0,,,,54527,84.9,689,1.1
195,P082,Indera Mahkota,Pahang,Ponusamy Govindasamy,193,0.4,,IND,7523,Azan Ismail,PR,PKR,64219,65.0,29.0,6.0,,,,54527,84.9,689,1.1
196,P082,Indera Mahkota,Pahang,Wan Adnan Wan Mamat,23061,42.3,BN,UMNO,7523,Azan Ismail,PR,PKR,64219,65.0,29.0,6.0,,,,54527,84.9,689,1.1
197,P083,Kuantan,Pahang,Mohamed Suffian Awang,21319,44.7,BN,UMNO,4515,Fuziah Salleh,PR,PKR,56280,63.0,33.0,4.0,,,,47723,84.8,570,1.0
198,P083,Kuantan,Pahang,Fuziah Salleh,25834,54.1,PR,PKR,4515,Fuziah Salleh,PR,PKR,56280,63.0,33.0,4.0,,,,47723,84.8,570,1.0
199,P084,Paya Besar,Pahang,Abdul Manan Ismail,23747,58.4,BN,UMNO,7715,Abdul Manan Ismail,BN,UMNO,48067,81.0,15.0,2.0,,,,40694,84.7,643,1.3
200,P084,Paya Besar,Pahang,Murnie Hidayah Anuar,16032,39.4,PR,PKR,7715,Abdul Manan Ismail,BN,UMNO,48067,81.0,15.0,2.0,,,,40694,84.7,643,1.3
201,P084,Paya Besar,Pahang,Zahari Mamat,272,0.7,,IND,7715,Abdul Manan Ismail,BN,UMNO,48067,81.0,15.0,2.0,,,,40694,84.7,643,1.3
202,P085,Pekan,Pahang,Fariz Musa,15665,23.0,PR,PKR,35613,Najib Razak,BN,UMNO,80260,88.0,2.0,,9.0,,,68218,85.0,1275,1.6
203,P085,Pekan,Pahang,Najib Razak,51278,75.2,BN,UMNO,35613,Najib Razak,BN,UMNO,80260,88.0,2.0,,9.0,,,68218,85.0,1275,1.6
204,P086,Maran,Pahang,Mujibur Rahman Ishak,12774,39.2,PR,PAS,6475,Ismail Muttalib,BN,UMNO,38436,90.0,7.0,,2.0,,,32595,84.8,572,1.5
205,P086,Maran,Pahang,Ismail Muttalib,19249,59.1,BN,UMNO,6475,Ismail Muttalib,BN,UMNO,38436,90.0,7.0,,2.0,,,32595,84.8,572,1.5
206,P087,Kuala Krau,Pahang,Shahril Azman Abd Halim,15370,40.9,PR,PAS,6205,Ismail Mohamed Said,BN,UMNO,43003,90.0,3.0,,5.0,,,37548,87.3,603,1.4
207,P087,Kuala Krau,Pahang,Ismail Mohamed Said,21575,57.5,BN,UMNO,6205,Ismail Mohamed Said,BN,UMNO,43003,90.0,3.0,,5.0,,,37548,87.3,603,1.4
208,P088,Temerloh,Pahang,Nasrudin Hassan,28267,50.1,PR,PAS,1070,Saifuddin Abdullah,BN,UMNO,66105,64.0,24.0,9.0,,,,56441,85.4,977,1.5
209,P088,Temerloh,Pahang,Saifuddin Abdullah,27197,48.2,BN,UMNO,1070,Saifuddin Abdullah,BN,UMNO,66105,64.0,24.0,9.0,,,,56441,85.4,977,1.5
210,P089,Bentong,Pahang,Liow Tiong Lai,25947,49.4,BN,MCA,379,Liow Tiong Lai,BN,MCA,62266,45.0,44.0,9.0,,,,52503,84.3,988,1.6
211,P089,Bentong,Pahang,Wong Tack,25568,48.7,PR,DAP,379,Liow Tiong Lai,BN,MCA,62266,45.0,44.0,9.0,,,,52503,84.3,988,1.6
212,P090,Bera,Pahang,Ismail Sabri Yaakob,21669,50.6,BN,UMNO,2143,Ismail Sabri Yaakob,BN,UMNO,50997,59.0,32.0,,5.0,,,42830,84.0,965,1.9
213,P090,Bera,Pahang,Mohd Wali Alang Ahamad,670,1.6,,IND,2143,Ismail Sabri Yaakob,BN,UMNO,50997,59.0,32.0,,5.0,,,42830,84.0,965,1.9
214,P090,Bera,Pahang,Zakaria Abdul Hamid,19526,45.6,PR,PKR,2143,Ismail Sabri Yaakob,BN,UMNO,50997,59.0,32.0,,5.0,,,42830,84.0,965,1.9
215,P091,Rompin,Pahang,Nuridah Mohd Salleh,14926,32.6,PR,PAS,15114,Jamaluddin Jarjis,BN,UMNO,53596,87.0,2.0,,9.0,,,45849,85.5,883,1.6
216,P091,Rompin,Pahang,Jamaluddin Jarjis,30040,65.5,BN,UMNO,15114,Jamaluddin Jarjis,BN,UMNO,53596,87.0,2.0,,9.0,,,45849,85.5,883,1.6
217,P092,Sabak Bernam,Selangor,Abdul Aziz Bari,14620,46.1,PR,PKR,1890,Abdul Rahman Bakri,BN,UMNO,37318,81.0,13.0,5.0,,,,31706,84.9,576,1.5
218,P092,Sabak Bernam,Selangor,Mohd Fasiah Mohd Fakeh,16510,52.1,BN,UMNO,1890,Abdul Rahman Bakri,BN,UMNO,37318,81.0,13.0,5.0,,,,31706,84.9,576,1.5
219,P093,Sungai Besar,Selangor,Mohamed Salleh M Husin,18296,48.6,PR,PAS,399,Noriah Kasnon,BN,UMNO,42837,66.0,31.0,2.0,,,,37681,88.0,690,1.6
220,P093,Sungai Besar,Selangor,Noriah Kasnon,18695,49.6,BN,UMNO,399,Noriah Kasnon,BN,UMNO,42837,66.0,31.0,2.0,,,,37681,88.0,690,1.6
221,P094,Hulu Selangor,Selangor,Khalid Jaafar,33989,45.4,PR,PKR,3414,Kamalanathan Panchanathan,BN,MIC,85697,56.0,23.0,18.0,,,,74947,87.4,1451,1.7
222,P094,Hulu Selangor,Selangor,Radzali Mokhtar,1105,1.5,,IND,3414,Kamalanathan Panchanathan,BN,MIC,85697,56.0,23.0,18.0,,,,74947,87.4,1451,1.7
223,P094,Hulu Selangor,Selangor,Edmund Santhara Kumar Ramanaidu,999,1.3,,IND,3414,Kamalanathan Panchanathan,BN,MIC,85697,56.0,23.0,18.0,,,,74947,87.4,1451,1.7
224,P094,Hulu Selangor,Selangor,Kamalanathan Panchanathan,37403,49.9,BN,MIC,3414,Kamalanathan Panchanathan,BN,MIC,85697,56.0,23.0,18.0,,,,74947,87.4,1451,1.7
225,P095,Tanjong Karang,Selangor,Mohamad Rashdi Deraman,16154,42.9,PR,PAS,4394,Noh Omar,BN,UMNO,42333,72.0,17.0,10.0,,,,37676,89.0,634,1.5
226,P095,Tanjong Karang,Selangor,Masrun Tamsi,340,0.9,,IND,4394,Noh Omar,BN,UMNO,42333,72.0,17.0,10.0,,,,37676,89.0,634,1.5
227,P095,Tanjong Karang,Selangor,Noh Omar,20548,54.5,BN,UMNO,4394,Noh Omar,BN,UMNO,42333,72.0,17.0,10.0,,,,37676,89.0,634,1.5
228,P096,Kuala Selangor,Selangor,Irmohizam Ibrahim,27500,49.6,BN,UMNO,460,Dzulkefly Ahmad,PR,PAS,62298,64.0,13.0,22.0,,,,55474,89.0,934,1.5
229,P096,Kuala Selangor,Selangor,Dzulkefly Ahmad,27040,48.7,PR,PAS,460,Dzulkefly Ahmad,PR,PAS,62298,64.0,13.0,22.0,,,,55474,89.0,934,1.5
230,P097,Selayang,Selangor,Donald Lim Siang Chai,34385,37.2,BN,MCA,17958,William Leong Jee Keen,PR,PKR,105895,45.0,36.0,17.0,,,,92315,87.2,1435,1.4
231,P097,Selayang,Selangor,William Leong Jee Keen,52343,56.7,PR,PKR,17958,William Leong Jee Keen,PR,PKR,105895,45.0,36.0,17.0,,,,92315,87.2,1435,1.4
232,P097,Selayang,Selangor,Mohd Hazizi Ab. Rahman,4152,4.5,,BERJASA,17958,William Leong Jee Keen,PR,PKR,105895,45.0,36.0,17.0,,,,92315,87.2,1435,1.4
233,P098,Gombak,Selangor,Mohamed Azmin Ali,54827,51.4,PR,PKR,4734,Mohamed Azmin Ali,PR,PKR,123290,74.0,13.0,11.0,,,,106747,86.6,1353,1.1
234,P098,Gombak,Selangor,Rahman Ismail,50093,46.9,BN,UMNO,4734,Mohamed Azmin Ali,PR,PKR,123290,74.0,13.0,11.0,,,,106747,86.6,1353,1.1
235,P098,Gombak,Selangor,Said Nazar Abu Baker,474,0.4,,IND,4734,Mohamed Azmin Ali,PR,PKR,123290,74.0,13.0,11.0,,,,106747,86.6,1353,1.1
236,P099,Ampang,Selangor,Zuraida Kamarudin,41969,58.8,PR,PKR,13278,Zuraida Kamarudin,PR,PKR,83135,55.0,34.0,10.0,,,,71398,85.9,738,0.9
237,P099,Ampang,Selangor,Rozaidah Talib,28691,40.2,BN,UMNO,13278,Zuraida Kamarudin,PR,PKR,83135,55.0,34.0,10.0,,,,71398,85.9,738,0.9
238,P100,Pandan,Selangor,Rafizi Ramli,48183,65.9,PR,PKR,26729,Ong Tee Keat,BN,MCA,83857,44.0,48.0,7.0,,,,73075,87.1,1023,1.2
239,P100,Pandan,Selangor,Lim Chin Yee,21454,29.4,BN,MCA,26729,Ong Tee Keat,BN,MCA,83857,44.0,48.0,7.0,,,,73075,87.1,1023,1.2
240,P100,Pandan,Selangor,Tan Yew Leng,2415,3.3,,IND,26729,Ong Tee Keat,BN,MCA,83857,44.0,48.0,7.0,,,,73075,87.1,1023,1.2
241,P101,Hulu Langat,Selangor,Che Rosli Che Mat,64127,57.1,PR,PAS,17267,Che Rosli Che Mat,PR,PAS,127347,53.0,34.0,11.0,,,,112322,88.2,1335,1.0
242,P101,Hulu Langat,Selangor,Adzhaliza Mohd Nor,46860,41.7,BN,UMNO,17267,Che Rosli Che Mat,PR,PAS,127347,53.0,34.0,11.0,,,,112322,88.2,1335,1.0
243,P102,Serdang,Selangor,Yap Pian Hon,37032,31.4,BN,MCA,42206,Teo Nie Ching,PR,DAP,133139,39.0,49.0,11.0,,,,118048,88.7,1778,1.3
244,P102,Serdang,Selangor,Ong Kian Ming,79238,67.1,PR,DAP,42206,Teo Nie Ching,PR,DAP,133139,39.0,49.0,11.0,,,,118048,88.7,1778,1.3
245,P103,Puchong,Selangor,Gobind Singh Deo,62938,66.7,PR,DAP,32802,Gobind Singh Deo,PR,DAP,107010,39.0,44.0,16.0,,,,94335,88.1,1261,1.2
246,P103,Puchong,Selangor,A. Kohilan Pillay,30136,31.9,BN,Gerakan,32802,Gobind Singh Deo,PR,DAP,107010,39.0,44.0,16.0,,,,94335,88.1,1261,1.2
247,P104,Kelana Jaya,Selangor,Loh Seng Kok,27963,32.4,BN,MCA,28827,Loh Gwo Burne,PR,PKR,101236,38.0,42.0,18.0,,,,86287,85.2,1171,1.1
248,P104,Kelana Jaya,Selangor,Toh Sin Wah,363,0.4,,IND,28827,Loh Gwo Burne,PR,PKR,101236,38.0,42.0,18.0,,,,86287,85.2,1171,1.1
249,P104,Kelana Jaya,Selangor,Wong Chen,56790,65.8,PR,PKR,28827,Loh Gwo Burne,PR,PKR,101236,38.0,42.0,18.0,,,,86287,85.2,1171,1.1
250,P105,Petaling Jaya Selatan,Selangor,Hee Loy Sian,41062,63.0,PR,PKR,19216,Hee Loy Sian,PR,PKR,79558,40.0,42.0,17.0,,,,65185,81.9,830,1.0
251,P105,Petaling Jaya Selatan,Selangor,Ibrahim Khatib,1447,2.2,,IND,19216,Hee Loy Sian,PR,PKR,79558,40.0,42.0,17.0,,,,65185,81.9,830,1.0
252,P105,Petaling Jaya Selatan,Selangor,Sheah Kok Fah,21846,33.5,BN,MCA,19216,Hee Loy Sian,PR,PKR,79558,40.0,42.0,17.0,,,,65185,81.9,830,1.0
253,P106,Petaling Jaya Utara,Selangor,Tony Pua Kiam Wee,57407,81.3,PR,DAP,44672,Tony Pua Kiam Wee,PR,DAP,85401,14.0,77.0,7.0,,,,70614,82.7,472,0.6
254,P106,Petaling Jaya Utara,Selangor,Chew Hoong Ling,12735,18.0,BN,MCA,44672,Tony Pua Kiam Wee,PR,DAP,85401,14.0,77.0,7.0,,,,70614,82.7,472,0.6
255,P107,Subang,Selangor,Sivarasa K. Rasiah,66268,58.8,PR,PKR,26719,Sivarasa K. Rasiah,PR,PKR,128543,48.0,38.0,13.0,,,,112618,87.6,1669,1.3
256,P107,Subang,Selangor,Edros Abdullah,218,0.2,,IND,26719,Sivarasa K. Rasiah,PR,PKR,128543,48.0,38.0,13.0,,,,112618,87.6,1669,1.3
257,P107,Subang,Selangor,Nazaruddin Mohamed Ferdoos,460,0.4,,IND,26719,Sivarasa K. Rasiah,PR,PKR,128543,48.0,38.0,13.0,,,,112618,87.6,1669,1.3
258,P107,Subang,Selangor,Mohamad Ismail,4454,4.0,,BERJASA,26719,Sivarasa K. Rasiah,PR,PKR,128543,48.0,38.0,13.0,,,,112618,87.6,1669,1.3
259,P107,Subang,Selangor,Prakash Rao Applanaidoo,39549,35.1,BN,MIC,26719,Sivarasa K. Rasiah,PR,PKR,128543,48.0,38.0,13.0,,,,112618,87.6,1669,1.3
260,P108,Shah Alam,Selangor,Zulkifli Noordin,38070,43.3,BN,UMNO,10939,Khalid Samad,PR,PAS,99957,69.0,15.0,14.0,,,,87942,88.0,863,0.9
261,P108,Shah Alam,Selangor,Khalid Samad,49009,55.7,PR,PAS,10939,Khalid Samad,PR,PAS,99957,69.0,15.0,14.0,,,,87942,88.0,863,0.9
262,P109,Kapar,Selangor,Palaya Rengaiah,231,0.2,,IND,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
263,P109,Kapar,Selangor,Manivannan Gowindasamy,69849,55.1,PR,PKR,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
264,P109,Kapar,Selangor,Mohd Nazri Abdul Aziz,835,0.7,,IND,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
265,P109,Kapar,Selangor,Sakthivel Alagappan,46059,36.4,BN,MIC,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
266,P109,Kapar,Selangor,Mohd Pathan Hussin,6289,5.0,,BERJASA,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
267,P109,Kapar,Selangor,Norhamzah Suratman,1067,0.8,,IND,23790,Manikavasagam Sundram,PR,PKR,144159,51.0,34.0,14.0,,,,126709,87.9,2379,1.7
268,P110,Klang,Selangor,Charles Anthony R. Santiago,53719,63.9,PR,DAP,24685,Charles Anthony R. Santiago,PR,DAP,97073,32.0,46.0,20.0,,,,84095,86.6,1342,1.4
269,P110,Klang,Selangor,Teh Kim Poo,29034,34.5,BN,MCA,24685,Charles Anthony R. Santiago,PR,DAP,97073,32.0,46.0,20.0,,,,84095,86.6,1342,1.4
270,P111,Kota Raja,Selangor,Siti Mariah Mahmud,59106,63.9,PR,PAS,29395,Siti Mariah Mahmud,PR,PAS,105909,44.0,25.0,29.0,,,,92563,87.4,1102,1.0
271,P111,Kota Raja,Selangor,Azman Idrus,280,0.3,,IND,29395,Siti Mariah Mahmud,PR,PAS,105909,44.0,25.0,29.0,,,,92563,87.4,1102,1.0
272,P111,Kota Raja,Selangor,Murugesan Sinnandavar,29711,32.1,BN,MIC,29395,Siti Mariah Mahmud,PR,PAS,105909,44.0,25.0,29.0,,,,92563,87.4,1102,1.0
273,P111,Kota Raja,Selangor,Uthayakumar Ponnusamy,2364,2.6,,IND,29395,Siti Mariah Mahmud,PR,PAS,105909,44.0,25.0,29.0,,,,92563,87.4,1102,1.0
274,P112,Kuala Langat,Selangor,Sharuddin Omar,35625,45.4,BN,UMNO,5358,Abdullah Sani Abdul Hamid,PR,PKR,88474,52.0,26.0,17.0,,,,78551,88.8,1523,1.7
275,P112,Kuala Langat,Selangor,Kottappan Suppaiah,426,0.5,,IND,5358,Abdullah Sani Abdul Hamid,PR,PKR,88474,52.0,26.0,17.0,,,,78551,88.8,1523,1.7
276,P112,Kuala Langat,Selangor,Abdullah Sani Abdul Hamid,40983,52.2,PR,PKR,5358,Abdullah Sani Abdul Hamid,PR,PKR,88474,52.0,26.0,17.0,,,,78551,88.8,1523,1.7
277,P113,Sepang,Selangor,Mohamed Hanipa Maidin,36800,49.1,PR,PAS,1142,Mohd Zin Mohamed,BN,UMNO,84362,57.0,22.0,16.0,,,,74961,88.8,1226,1.4
278,P113,Sepang,Selangor,Mohd Zin Mohamed,35658,47.6,BN,UMNO,1142,Mohd Zin Mohamed,BN,UMNO,84362,57.0,22.0,16.0,,,,74961,88.8,1226,1.4
279,P113,Sepang,Selangor,Suhaimi Mohd Ghazali,962,1.3,,IND,1142,Mohd Zin Mohamed,BN,UMNO,84362,57.0,22.0,16.0,,,,74961,88.8,1226,1.4
280,P113,Sepang,Selangor,Hanapiah Mohamad,315,0.4,,IND,1142,Mohd Zin Mohamed,BN,UMNO,84362,57.0,22.0,16.0,,,,74961,88.8,1226,1.4
281,P114,Kepong,Federal Territory of Kuala Lumpur,Chandrakumanan Arumugam,7530,12.9,BN,PPP,40307,Tan Seng Giaw,PR,DAP,68035,4.0,89.0,6.0,,,,58512,86.0,388,0.6
282,P114,Kepong,Federal Territory of Kuala Lumpur,Yee Poh Ping,2757,4.7,,IND,40307,Tan Seng Giaw,PR,DAP,68035,4.0,89.0,6.0,,,,58512,86.0,388,0.6
283,P114,Kepong,Federal Territory of Kuala Lumpur,Tan Seng Giaw,47837,81.8,PR,DAP,40307,Tan Seng Giaw,PR,DAP,68035,4.0,89.0,6.0,,,,58512,86.0,388,0.6
