Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
MCA,HENG SEAI KIE,25714,0,0,2013-GE,2013,GE,KD,P17,PADANG SERAI,74095,56,21,23,0,0,0,0,0,0,1223,64387,0
BERJASA,HAMIDI BIN ABU HASSAN,2630,0,0,2013-GE,2013,GE,KD,P17,PADANG SERAI,74095,56,21,23,0,0,0,0,0,0,1223,64387,0
IND,GOBALAKRISHNAN A/L NAGAPAN,390,0,0,2013-GE,2013,GE,KD,P17,PADANG SERAI,74095,56,21,23,0,0,0,0,0,0,1223,64387,0
IND,OTHMAN BIN WAWI,279,0,0,2013-GE,2013,GE,KD,P17,PADANG SERAI,74095,56,21,23,0,0,0,0,0,0,1223,64387,0
PKR,N GOBALAKRISHNAN,28774,0,11738,2008-GE,2008,GE,KD,P17,PADANG SERAI,59218,55,23,22,0,0,0,0,0,0,1259,47125,56
MCA,DATUK BOEY CHIN GAN,17036,0,0,2008-GE,2008,GE,KD,P17,PADANG SERAI,59218,55,23,22,0,0,0,0,0,0,1259,47125,56
MCA,LIM BEE KAU,26269,0,10316,2004-GE,2004,GE,KD,P17,PADANG SERAI,53925,53,24,23,1,0,0,0,0,0,1075,43297,10
PKR,SAIFUDDIN NASUTION ISMAIL,15953,0,0,2004-GE,2004,GE,KD,P17,PADANG SERAI,53925,53,24,23,1,0,0,0,0,0,1075,43297,10
PKR,SAIFUDDIN NASUTION BIN ISMAIL,23159,DATO' SAIFUDDIN NASUTION ISMAIL,4860,2018-GE,2018,GE,KD,P18,KULIM BANDAR BAHARU,66587,69,18,13,0,0,0,0,1759,10,0,0,0
UMNO,ABD AZIZ BIN SHEIKH FADZIR,18299,DATO' ABD AZIZ HJ SHEIKH FADZIR,0,2018-GE,2018,GE,KD,P18,KULIM BANDAR BAHARU,66587,69,18,13,0,0,0,0,1759,10,0,0,0
PAS,ABDUL RAMAN BIN ABDUL RAZAK,12885,USTAZ HASSAN RAZAK,0,2018-GE,2018,GE,KD,P18,KULIM BANDAR BAHARU,66587,69,18,13,0,0,0,0,1759,10,0,0,0
UMNO,ABD AZIZ BIN SHEIKH FADZIR,26782,0,1871,2013-GE,2013,GE,KD,P18,KULIM BANDAR BAHARU,60910,68,19,13,0,0,0,0,0,0,839,52532,0
PKR,SAIFUDDIN NASUTION BIN ISMAIL,24911,0,0,2013-GE,2013,GE,KD,P18,KULIM BANDAR BAHARU,60910,68,19,13,0,0,0,0,0,0,839,52532,0
PKR,ZULKIFLI NOORDIN,22255,0,5583,2008-GE,2008,GE,KD,P18,KULIM BANDAR BAHARU,51995,70,19,12,0,0,0,0,0,0,1022,40182,233
UMNO,DATUK ABDUL AZIZ SHEIKH FADZIR,16672,0,0,2008-GE,2008,GE,KD,P18,KULIM BANDAR BAHARU,51995,70,19,12,0,0,0,0,0,0,1022,40182,233
UMNO,DATUK PADUKA ABDUL KADIR SHEIKH FADZIR,22556,0,7998,2004-GE,2004,GE,KD,P18,KULIM BANDAR BAHARU,50024,67,21,12,0,0,0,0,0,0,1181,38295,494
PKR,ALWI MOHAMED YUSOP,14558,0,0,2004-GE,2004,GE,KD,P18,KULIM BANDAR BAHARU,50024,67,21,12,0,0,0,0,0,0,1181,38295,494
UMNO,REEZAL MERICAN BIN NAINA MERICAN,22459,DATO' SRI REEZAL MERICAN B NAINA MERICAN,4736,2018-GE,2018,GE,PN,P41,KEPALA BATAS,60523,79,17,4,0,0,0,0,779,2,0,0,0
AMANAH,ZAIDI BIN ZAKARIA,17723,DR ZAIDI BIN ZAKARIA,0,2018-GE,2018,GE,PN,P41,KEPALA BATAS,60523,79,17,4,0,0,0,0,779,2,0,0,0
PAS,SITI MASTURA BINTI MUHAMMAD,12120,SITI MASTURA MUHAMMAD,0,2018-GE,2018,GE,PN,P41,KEPALA BATAS,60523,79,17,4,0,0,0,0,779,2,0,0,0
UMNO,REEZAL MERICAN BIB NAINA MERICAN,25128,0,4176,2013-GE,2013,GE,PN,P41,KEPALA BATAS,51635,76,19,4,0,0,0,0,0,0,585,46665,0
PAS,AFNAN HAMIMI BIN TAIB AZAMUDDEN,20952,0,0,2013-GE,2013,GE,PN,P41,KEPALA BATAS,51635,76,19,4,0,0,0,0,0,0,585,46665,0
UMNO,DATUK SERI ABDULLAH AHMAD BADAWI,23445,0,11246,2008-GE,2008,GE,PN,P41,KEPALA BATAS,43018,75,21,4,0,0,0,0,0,0,634,36328,50
PAS,SUBRI ARSHAD,12199,0,0,2008-GE,2008,GE,PN,P41,KEPALA BATAS,43018,75,21,4,0,0,0,0,0,0,634,36328,50
UMNO,DATUK SERI ABDULLAH AHMAD BADAWI,25403,0,18122,2004-GE,2004,GE,PN,P41,KEPALA BATAS,39622,74,22,4,0,0,0,0,0,0,672,33356,0
PAS,ABDUL RASHID RASID,7281,0,0,2004-GE,2004,GE,PN,P41,KEPALA BATAS,39622,74,22,4,0,0,0,0,0,0,672,33356,0
UMNO,SHABUDIN BIN YAHAYA,18547,DATUK SHABUDIN YAHAYA,81,2018-GE,2018,GE,PN,P42,TASEK GELUGOR,60850,78,15,7,0,0,0,0,2642,7,0,0,0
BERSATU,MARZUKI BIN YAHYA,18466,HJ MARZUKI BIN YAHYA,0,2018-GE,2018,GE,PN,P42,TASEK GELUGOR,60850,78,15,7,0,0,0,0,2642,7,0,0,0
PAS,RIZAL HAFIZ BIN RUSLAN,14891,RIZAL HAFIZ BIN RUSLAN,0,2018-GE,2018,GE,PN,P42,TASEK GELUGOR,60850,78,15,7,0,0,0,0,2642,7,0,0,0
UMNO,SHABUDIN BIN YAHAYA,24393,0,3042,2013-GE,2013,GE,PN,P42,TASEK GELUGOR,54042,78,15,7,1,0,0,0,0,0,675,48009,0
PAS,ABDUL RAHMAN BIN B MAIDIN,21351,0,0,2013-GE,2013,GE,PN,P42,TASEK GELUGOR,54042,78,15,7,1,0,0,0,0,0,675,48009,0
IND,MOHD SHARIFF BIN OMAR,1590,0,0,2013-GE,2013,GE,PN,P42,TASEK GELUGOR,54042,78,15,7,1,0,0,0,0,0,675,48009,0
UMNO,TAN SRI NOR MOHAMED YAKCOP,20448,0,4547,2008-GE,2008,GE,PN,P42,TASEK GELUGOR,44466,77,15,8,0,0,0,0,0,0,600,37308,359
PAS,ISMAIL SALLEH,15901,0,0,2008-GE,2008,GE,PN,P42,TASEK GELUGOR,44466,77,15,8,0,0,0,0,0,0,600,37308,359
UMNO,DATUK SERI MOHD SHARIFF OMAR,22011,0,10183,2004-GE,2004,GE,PN,P42,TASEK GELUGOR,41615,77,15,7,0,0,0,0,0,0,620,34551,92
PAS,MUJAHID YUSOF RAWA,11828,0,0,2004-GE,2004,GE,PN,P42,TASEK GELUGOR,41615,77,15,7,0,0,0,0,0,0,620,34551,92
DAP,LIM GUAN ENG,51653,LIM GUAN ENG,43902,2018-GE,2018,GE,PN,P43,BAGAN,71583,13,71,15,0,0,0,0,184,6,0,0,0
MCA,LEE BENG SENG,7751,LEE BENG SENG,0,2018-GE,2018,GE,PN,P43,BAGAN,71583,13,71,15,0,0,0,0,184,6,0,0,0
PCM,HUAN CHENG GUAN,502,HUAN CHENG GUAN @ MEJAR HUAN,0,2018-GE,2018,GE,PN,P43,BAGAN,71583,13,71,15,0,0,0,0,184,6,0,0,0
MU,KOAY XING BOON,181,KOAY XING BOON,0,2018-GE,2018,GE,PN,P43,BAGAN,71583,13,71,15,0,0,0,0,184,6,0,0,0
DAP,LIM GUAN ENG,46466,0,34159,2013-GE,2013,GE,PN,P43,BAGAN,68503,15,70,15,0,0,0,0,0,0,634,59735,0
MCA,CHUA TEIK SIANG,12307,0,0,2013-GE,2013,GE,PN,P43,BAGAN,68503,15,70,15,0,0,0,0,0,0,634,59735,0
PCM,LIM KIM CHU,328,0,0,2013-GE,2013,GE,PN,P43,BAGAN,68503,15,70,15,0,0,0,0,0,0,634,59735,0
DAP,LIM GUAN ENG,33748,0,22070,2008-GE,2008,GE,PN,P43,BAGAN,59385,15,71,14,0,0,0,0,0,0,766,46227,35
MCA,SONG CHOY LENG,11678,0,0,2008-GE,2008,GE,PN,P43,BAGAN,59385,15,71,14,0,0,0,0,0,0,766,46227,35
DAP,LIM HOCK SENG,23095,0,3622,2004-GE,2004,GE,PN,P43,BAGAN,57322,15,71,14,0,0,0,0,0,0,961,43542,13
MCA,LIM CHIEN AUN,19473,0,0,2004-GE,2004,GE,PN,P43,BAGAN,57322,15,71,14,0,0,0,0,0,0,961,43542,13
PKR,NURUL IZZAH BINTI ANWAR,35534,NURUL IZZAH ANWAR,15668,2018-GE,2018,GE,PN,P44,PERMATANG PAUH,81789,72,21,6,0,0,0,0,752,11,0,0,0
UMNO,MOHD ZAIDI BIN MOHD SAID,19866,MOHD ZAIDI MOHD SAID,0,2018-GE,2018,GE,PN,P44,PERMATANG PAUH,81789,72,21,6,0,0,0,0,752,11,0,0,0
PAS,AFNAN HAMIMI BIN TAIB AZAMUDDEN,14428,USTAZ AFNAN HAMIMI B DATO' TAIB AZAMUDDEN,0,2018-GE,2018,GE,PN,P44,PERMATANG PAUH,81789,72,21,6,0,0,0,0,752,11,0,0,0
PKR,ANWAR BIN IBRAHIM,37090,0,11721,2013-GE,2013,GE,PN,P44,PERMATANG PAUH,71699,70,23,6,1,0,0,0,0,0,672,63332,0
UMNO,MAZLAN BIN ISMAIL,25369,0,0,2013-GE,2013,GE,PN,P44,PERMATANG PAUH,71699,70,23,6,1,0,0,0,0,0,672,63332,0
IND,ABDULLAH ZAWAWI BIN SAMSUDIN,201,0,0,2013-GE,2013,GE,PN,P44,PERMATANG PAUH,71699,70,23,6,1,0,0,0,0,0,672,63332,0
PKR,WAN AZIZAH WAN ISMAIL,30348,0,13398,2008-GE,2008,GE,PN,P44,PERMATANG PAUH,58449,69,25,6,0,0,0,0,0,0,110,47442,44
UMNO,DATUK PIRDAUS ISMAIL,16950,0,0,2008-GE,2008,GE,PN,P44,PERMATANG PAUH,58449,69,25,6,0,0,0,0,0,0,110,47442,44
PKR,ANWAR IBRAHIM,31195,0,15671,2008-BYELECTION,2008,BYELECTION,PN,P44,PERMATANG PAUH,58449,0,0,0,0,0,0,0,0,0,636,47963,29
BN,ARIF SHAH OMAR SHAH,15524,0,0,2008-BYELECTION,2008,BYELECTION,PN,P44,PERMATANG PAUH,58449,0,0,0,0,0,0,0,0,0,636,47963,29
AKIM,HANAFI MAMAT,92,0,0,2008-BYELECTION,2008,BYELECTION,PN,P44,PERMATANG PAUH,58449,0,0,0,0,0,0,0,0,0,636,47963,29
PKR,DATIN SERI DR WAN AZIZAH WAN ISMAIL,21737,0,590,2004-GE,2004,GE,PN,P44,PERMATANG PAUH,54041,68,26,6,0,0,0,0,0,0,665,43734,185
UMNO,DATUK PIRDAUS ISMAIL,21147,0,0,2004-GE,2004,GE,PN,P44,PERMATANG PAUH,54041,68,26,6,0,0,0,0,0,0,665,43734,185
DAP,SIM CHEE KEONG,63784,SIM CHEE KEONG,52877,2018-GE,2018,GE,PN,P45,BUKIT MERTAJAM,88998,19,70,10,0,0,0,0,75,12,0,0,0
MCA,GUI GUAT LYE,10907,GUI GUAT LYE,0,2018-GE,2018,GE,PN,P45,BUKIT MERTAJAM,88998,19,70,10,0,0,0,0,75,12,0,0,0
DAP,SIM CHEE KEONG,55877,0,43063,2013-GE,2013,GE,PN,P45,BUKIT MERTAJAM,78996,19,71,10,0,0,0,0,0,0,712,69403,0
MCA,GUI GUAT LYE,12814,0,0,2013-GE,2013,GE,PN,P45,BUKIT MERTAJAM,78996,19,71,10,0,0,0,0,0,0,712,69403,0
DAP,CHONG ENG,37882,0,15832,2008-GE,2008,GE,PN,P45,BUKIT MERTAJAM,64080,18,74,8,0,0,0,0,0,0,931,50823,25
MCA,ONG TANG CHUAN,22050,0,0,2008-GE,2008,GE,PN,P45,BUKIT MERTAJAM,64080,18,74,8,0,0,0,0,0,0,931,50823,25
DAP,CHONG ENG,26215,0,8564,2004-GE,2004,GE,PN,P45,BUKIT MERTAJAM,58736,19,73,9,0,0,0,0,0,0,1148,45442,428
MCA,MA KOK BEN,17651,0,0,2004-GE,2004,GE,PN,P45,BUKIT MERTAJAM,58736,19,73,9,0,0,0,0,0,0,1148,45442,428
DAP,KASTHURIRAANI A/P PATTO,42683,KASTHURIRAANI PATTO,33553,2018-GE,2018,GE,PN,P46,BATU KAWAN,65394,21,56,23,0,0,0,0,223,2,0,0,0
GERAKAN,JAYANTHI DEVI A/P BALAGURU,9130,JAYANTHI DEVI BALAGURU,0,2018-GE,2018,GE,PN,P46,BATU KAWAN,65394,21,56,23,0,0,0,0,223,2,0,0,0
PAS,JAY KUMAR A/L BALAKRISHNA,2636,JAY KUMAR,0,2018-GE,2018,GE,PN,P46,BATU KAWAN,65394,21,56,23,0,0,0,0,223,2,0,0,0
PFP,OOI KHAR GIAP,256,OOI KHAR GIAP,0,2018-GE,2018,GE,PN,P46,BATU KAWAN,65394,21,56,23,0,0,0,0,223,2,0,0,0
DAP,KASTHURIRAANI A/P PATTO,36636,0,25962,2013-GE,2013,GE,PN,P46,BATU KAWAN,57500,21,56,23,1,0,0,0,0,0,723,50139,0
MIC,GOBALAKRISHNAN A/L NARAYANASAMY,10674,0,0,2013-GE,2013,GE,PN,P46,BATU KAWAN,57500,21,56,23,1,0,0,0,0,0,723,50139,0
PCM,HUAN CHENG GUAN,1801,0,0,2013-GE,2013,GE,PN,P46,BATU KAWAN,57500,21,56,23,1,0,0,0,0,0,723,50139,0
IND,MOHAN A/L APPAROO,305,0,0,2013-GE,2013,GE,PN,P46,BATU KAWAN,57500,21,56,23,1,0,0,0,0,0,723,50139,0
DAP,DR P RAMASAMY,23067,0,9485,2008-GE,2008,GE,PN,P46,BATU KAWAN,47540,20,56,24,0,0,0,0,0,0,640,37292,3
GERAKAN,TAN SRI DR KOH TSU KOON,13582,0,0,2008-GE,2008,GE,PN,P46,BATU KAWAN,47540,20,56,24,0,0,0,0,0,0,640,37292,3
GERAKAN,HUAN CHENG GUAN,17097,0,8998,2004-GE,2004,GE,PN,P46,BATU KAWAN,43055,21,56,23,0,0,0,0,0,0,811,32559,0
PKR,LAW CHOO KIAN,8099,0,0,2004-GE,2004,GE,PN,P46,BATU KAWAN,43055,21,56,23,0,0,0,0,0,0,811,32559,0
DAP,TANASEKHARAN A/L AUDHERAPADY,6552,0,0,2004-GE,2004,GE,PN,P46,BATU KAWAN,43055,21,56,23,0,0,0,0,0,0,811,32559,0
PKR,MANSOR BIN OTHMAN,35395,DATO MANSOR OTHMAN,15817,2018-GE,2018,GE,PN,P47,NIBONG TEBAL,73383,48,35,17,0,0,0,0,461,8,0,0,0
UMNO,SHAIK HUSSEIN BIN MYDIN,19578,DATO IR DR SHAIK HUSSEIN BIN MYDIN,0,2018-GE,2018,GE,PN,P47,NIBONG TEBAL,73383,48,35,17,0,0,0,0,461,8,0,0,0
PAS,MOHD HELMI BIN HARUN,6875,MOHD HELMI BIN HARUN,0,2018-GE,2018,GE,PN,P47,NIBONG TEBAL,73383,48,35,17,0,0,0,0,461,8,0,0,0
BEBAS,TAN TEE BENG,331,TAN TEE BENG,0,2018-GE,2018,GE,PN,P47,NIBONG TEBAL,73383,48,35,17,0,0,0,0,461,8,0,0,0
PKR,MANSOR BIN OTHMAN,30003,0,8598,2013-GE,2013,GE,PN,P47,NIBONG TEBAL,59345,45,37,18,0,0,0,0,0,0,833,52538,0
UMNO,ZAINAL ABIDIN BIN OSMAN,21405,0,0,2013-GE,2013,GE,PN,P47,NIBONG TEBAL,59345,45,37,18,0,0,0,0,0,0,833,52538,0
IND,TENG KOK PHENG,297,0,0,2013-GE,2013,GE,PN,P47,NIBONG TEBAL,59345,45,37,18,0,0,0,0,0,0,833,52538,0
PKR,TAN TEE BENG,20210,0,3087,2008-GE,2008,GE,PN,P47,NIBONG TEBAL,47540,46,38,17,0,0,0,0,0,0,784,38129,12
UMNO,DATUK ZAINAL ABIDIN OSMAN,17123,0,0,2008-GE,2008,GE,PN,P47,NIBONG TEBAL,47540,46,38,17,0,0,0,0,0,0,784,38129,12
UMNO,DATUK ZAINAL ABIDIN OSMAN,18823,0,6005,2004-GE,2004,GE,PN,P47,NIBONG TEBAL,41161,44,41,16,0,0,0,0,0,0,751,32413,21
PKR,GOH KHENG HUAT,12818,0,0,2004-GE,2004,GE,PN,P47,NIBONG TEBAL,41161,44,41,16,0,0,0,0,0,0,751,32413,21
DAP,WONG HON WAI,50049,WONG HON WAI,40731,2018-GE,2018,GE,PN,P48,BUKIT BENDERA,75069,15,73,11,1,0,0,0,1209,20,0,0,0
GERAKAN,ANDY YONG KIM SENG,9318,ANDY YONG KIM SENG,0,2018-GE,2018,GE,PN,P48,BUKIT BENDERA,75069,15,73,11,1,0,0,0,1209,20,0,0,0
MU,TAN GIN THEAM,339,TAN GIN THEAM,0,2018-GE,2018,GE,PN,P48,BUKIT BENDERA,75069,15,73,11,1,0,0,0,1209,20,0,0,0
DAP,ZAIRIL KHIR JOHARI,45591,0,32778,2013-GE,2013,GE,PN,P48,BUKIT BENDERA,71085,14,74,11,1,0,0,0,0,0,615,59019,0
GERAKAN,TEH LEONG MENG,12813,0,0,2013-GE,2013,GE,PN,P48,BUKIT BENDERA,71085,14,74,11,1,0,0,0,0,0,615,59019,0
DAP,LIEW CHIN TONG,31243,0,16112,2008-GE,2008,GE,PN,P48,BUKIT BENDERA,64545,15,75,10,0,0,0,0,0,0,642,47105,89
GERAKAN,DATUK SERI CHIA KWANG CHYE,15131,0,0,2008-GE,2008,GE,PN,P48,BUKIT BENDERA,64545,15,75,10,0,0,0,0,0,0,642,47105,89
GERAKAN,CHIA KWANG CHYE,28281,0,10717,2004-GE,2004,GE,PN,P48,BUKIT BENDERA,65126,14,74,11,1,0,0,0,0,0,998,46843,0
DAP,ZULKIFLI MOHD NOOR,17564,0,0,2004-GE,2004,GE,PN,P48,BUKIT BENDERA,65126,14,74,11,1,0,0,0,0,0,998,46843,0
DAP,CHOW KON YEOW,34663,CHOW KON YEOW,29599,2018-GE,2018,GE,PN,P49,TANJONG,49586,6,84,9,0,0,0,0,876,3,0,0,0
GERAKAN,NG SIEW LAI,5064,NG SIEW LAI,0,2018-GE,2018,GE,PN,P49,TANJONG,49586,6,84,9,0,0,0,0,876,3,0,0,0
DAP,NG WEI AIK,35510,0,28645,2013-GE,2013,GE,PN,P49,TANJONG,51487,5,86,9,0,0,0,0,0,0,495,42870,0
GERAKAN,NG SONG KHENG,6865,0,0,2013-GE,2013,GE,PN,P49,TANJONG,51487,5,86,9,0,0,0,0,0,0,495,42870,0
DAP,CHOW KON YEOW,28248,0,18489,2008-GE,2008,GE,PN,P49,TANJONG,53188,8,86,6,0,0,0,0,0,0,631,38734,96
GERAKAN,KHAW VEON SZU,9759,0,0,2008-GE,2008,GE,PN,P49,TANJONG,53188,8,86,6,0,0,0,0,0,0,631,38734,96
DAP,CHOW KON YEOW,21652,0,4228,2004-GE,2004,GE,PN,P49,TANJONG,57902,5,86,9,0,0,0,0,0,0,717,39793,0
GERAKAN,OOI SWEE HING,17424,0,0,2004-GE,2004,GE,PN,P49,TANJONG,57902,5,86,9,0,0,0,0,0,0,717,39793,0
DAP,SANISVARA NETHAJI RAYER A/L RAJAJI,50700,SANISVARA NETHAJI RAYER A/L RAJAJI,38171,2018-GE,2018,GE,PN,P50,JELUTONG,76991,23,65,11,1,0,0,0,852,13,0,0,0
GERAKAN,BALJIT SINGH A/L JIGIRI SINGH,12529,BALJIT SINGH,0,2018-GE,2018,GE,PN,P50,JELUTONG,76991,23,65,11,1,0,0,0,852,13,0,0,0
MU,TAN SIM BEE,437,TAN SIM BEE,0,2018-GE,2018,GE,PN,P50,JELUTONG,76991,23,65,11,1,0,0,0,852,13,0,0,0
DAP,OOI CHUAN AUN,43211,0,25750,2013-GE,2013,GE,PN,P50,JELUTONG,71247,22,67,11,1,0,0,0,0,0,769,61441,0
GERAKAN,NG FOOK ON,17461,0,0,2013-GE,2013,GE,PN,P50,JELUTONG,71247,22,67,11,1,0,0,0,0,0,769,61441,0
DAP,JEFF OOI,30493,0,16246,2008-GE,2008,GE,PN,P50,JELUTONG,61181,20,68,11,0,0,0,0,0,0,41,46406,743
GERAKAN,DR THOR TEONG GEE,14247,0,0,2008-GE,2008,GE,PN,P50,JELUTONG,61181,20,68,11,0,0,0,0,0,0,41,46406,743
IND,BADRUL ZAMAN PS MD ZAKARIAH,882,0,0,2008-GE,2008,GE,PN,P50,JELUTONG,61181,20,68,11,0,0,0,0,0,0,41,46406,743
GERAKAN,LEE KAH CHOON,24988,0,7470,2004-GE,2004,GE,PN,P50,JELUTONG,59641,20,68,12,0,0,0,0,0,0,1002,43538,30
DAP,GOOI SEONG KIN,17518,0,0,2004-GE,2004,GE,PN,P50,JELUTONG,59641,20,68,12,0,0,0,0,0,0,1002,43538,30
DAP,RAMKARPAL SINGH A/L KARPAL SINGH,65622,RAMKARPAL SINGH A/L KARPAL SINGH,55951,2018-GE,2018,GE,PN,P51,BUKIT GELUGOR,91595,15,74,11,1,0,0,0,152,30,0,0,0
MCA,LOW JOO HIAP,9671,LOW JOO HIAP,0,2018-GE,2018,GE,PN,P51,BUKIT GELUGOR,91595,15,74,11,1,0,0,0,152,30,0,0,0
MU,LAI XUE CHING,412,LAI XUE CHING,0,2018-GE,2018,GE,PN,P51,BUKIT GELUGOR,91595,15,74,11,1,0,0,0,152,30,0,0,0
DAP,KARPAL SINGH A/L RAM SINGH,55839,0,41778,2013-GE,2013,GE,PN,P51,BUKIT GELUGOR,81897,14,75,10,1,0,0,0,0,0,654,70554,0
MCA,TEH BENG YEAM,14061,0,0,2013-GE,2013,GE,PN,P51,BUKIT GELUGOR,81897,14,75,10,1,0,0,0,0,0,654,70554,0
DAP,KARPAL SINGH,35140,0,21015,2008-GE,2008,GE,PN,P51,BUKIT GELUGOR,65614,17,75,8,0,0,0,0,0,0,707,50553,581
MCA,KOAY HAR HUAH,14125,0,0,2008-GE,2008,GE,PN,P51,BUKIT GELUGOR,65614,17,75,8,0,0,0,0,0,0,707,50553,581
DAP,KARPAL SINGH,22529,0,1261,2004-GE,2004,GE,PN,P51,BUKIT GELUGOR,60123,16,74,10,0,0,0,0,0,0,793,44618,28
MCA,LIM BOO CHANG,21268,0,0,2004-GE,2004,GE,PN,P51,BUKIT GELUGOR,60123,16,74,10,0,0,0,0,0,0,793,44618,28
PKR,SIM TZE TZIN,51555,SIM TZE TZIN,37751,2018-GE,2018,GE,PN,P52,BAYAN BARU,90780,40,49,11,1,0,0,0,2538,35,0,0,0
MCA,CHUAH SENG GUAN,13804,CHUAH SENG GUAN,0,2018-GE,2018,GE,PN,P52,BAYAN BARU,90780,40,49,11,1,0,0,0,2538,35,0,0,0
PAS,ISZUREE BIN IBRAHIM,8757,ISZUREE BIN IBRAHIM,0,2018-GE,2018,GE,PN,P52,BAYAN BARU,90780,40,49,11,1,0,0,0,2538,35,0,0,0
MU,YIM BOON LEONG,733,DAVID YIM BOON LEONG,0,2018-GE,2018,GE,PN,P52,BAYAN BARU,90780,40,49,11,1,0,0,0,2538,35,0,0,0
PKR,SIM TZE TZIN,43558,0,19307,2013-GE,2013,GE,PN,P52,BAYAN BARU,79155,39,49,11,1,0,0,0,0,0,850,68659,0
MCA,TANG HEAP SENG,24251,0,0,2013-GE,2013,GE,PN,P52,BAYAN BARU,79155,39,49,11,1,0,0,0,0,0,850,68659,0
PKR,ZAHRAIN MOHAMED HASHIM,27618,0,11029,2008-GE,2008,GE,PN,P52,BAYAN BARU,60713,41,49,10,1,0,0,0,0,0,655,46418,1556
MCA,OOI SWEE KIM,16589,0,0,2008-GE,2008,GE,PN,P52,BAYAN BARU,60713,41,49,10,1,0,0,0,0,0,655,46418,1556
MCA,WONG KAM HOONG,29430,0,18851,2004-GE,2004,GE,PN,P52,BAYAN BARU,55407,40,48,12,1,0,0,0,0,0,1010,41020,1
PKR,ONG PENG CHEOW,10579,0,0,2004-GE,2004,GE,PN,P52,BAYAN BARU,55407,40,48,12,1,0,0,0,0,0,1010,41020,1
PKR,MUHAMMAD BAKHTIAR BIN WAN CHIK,25471,MUHAMMAD BAKHTIAR BIN WAN CHIK,6464,2018-GE,2018,GE,PN,P53,BALIK PULAU,59086,65,30,4,1,0,0,0,870,8,0,0,0
UMNO,HILMI BIN YAHAYA,19007,DATO' SERI DR HILMI HAJI YAHAYA,0,2018-GE,2018,GE,PN,P53,BALIK PULAU,59086,65,30,4,1,0,0,0,870,8,0,0,0
PAS,MUHAMMAD IMRAN BIN MUHAMMAD SA'AD,5298,MUHAMMAD IMRAN BIN MUHAMMAD SA'AD,0,2018-GE,2018,GE,PN,P53,BALIK PULAU,59086,65,30,4,1,0,0,0,870,8,0,0,0
UMNO,HILMI BIN YAHAYA,22318,0,1539,2013-GE,2013,GE,PN,P53,BALIK PULAU,49641,64,32,4,0,0,0,0,0,0,612,43709,0
PKR,MUHAMMAD BAKHTIAR BIN WAN CHIK,20779,0,0,2013-GE,2013,GE,PN,P53,BALIK PULAU,49641,64,32,4,0,0,0,0,0,0,612,43709,0
PKR,MOHD YUSMADI MOHD YUSOFF,15749,0,708,2008-GE,2008,GE,PN,P53,BALIK PULAU,39765,61,35,3,0,0,0,0,0,0,601,31391,0
UMNO,DATUK DR NORRAESSAH MOHAMAD,15041,0,0,2008-GE,2008,GE,PN,P53,BALIK PULAU,39765,61,35,3,0,0,0,0,0,0,601,31391,0
UMNO,DATUK DR HILMI YAHAYA,21114,0,12937,2004-GE,2004,GE,PN,P53,BALIK PULAU,38611,59,36,4,0,0,0,0,0,0,564,29825,30
PKR,DR ROHANA ARIFFIN,8177,0,0,2004-GE,2004,GE,PN,P53,BALIK PULAU,38611,59,36,4,0,0,0,0,0,0,564,29825,30
UMNO,HASBULLAH BIN OSMAN,13243,DATO HASBULLAH OSMAN,5528,2018-GE,2018,GE,PR,P54,GERIK,35903,69,14,3,13,0,0,0,3587,4,0,0,0
PAS,MOHD DAHALAN BIN HJ ISMAIL,7715,USTAZ DAHALAN,0,2018-GE,2018,GE,PR,P54,GERIK,35903,69,14,3,13,0,0,0,3587,4,0,0,0
BERSATU,IBRAHIM BIN MOHD HANAFIAH,6353,IBRAHIM HANAFIAH,0,2018-GE,2018,GE,PR,P54,GERIK,35903,69,14,3,13,0,0,0,3587,4,0,0,0
UMNO,HASBULLAH BIN OSMAN,16415,0,6216,2013-GE,2013,GE,PR,P54,GRIK,32725,68,16,4,13,0,0,0,0,0,494,27108,0
PAS,NORHAYATI BINTI KASIM,10199,0,0,2013-GE,2013,GE,PR,P54,GRIK,32725,68,16,4,13,0,0,0,0,0,494,27108,0
GERAKAN,DATUK TAN LIAN HOE,12526,0,5573,2008-GE,2008,GE,PR,P54,GRIK,26229,72,18,4,5,0,0,0,0,0,649,20493,365
PAS,MOHD NOOR ABDUL RAHMAN,6953,0,0,2008-GE,2008,GE,PR,P54,GRIK,26229,72,18,4,5,0,0,0,0,0,649,20493,365
UMNO,DATUK DR WAN HASHIM WAN TEH,12293,0,8080,2004-GE,2004,GE,PR,P54,GRIK,24646,67,20,5,8,0,0,0,0,0,759,18702,1098
PAS,RAMLI TUSIN,4213,0,0,2004-GE,2004,GE,PR,P54,GRIK,24646,67,20,5,8,0,0,0,0,0,759,18702,1098
UMNO,SHAMSUL ANUAR BIN NASARAH,12523,DR SHAMSUL ANUAR NASARAH,5773,2018-GE,2018,GE,PR,P55,LENGGONG,29752,84,13,1,2,0,0,0,52,4,0,0,0
