Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,StateCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned,Unopposed
DAP,ABDUL AZIZ BIN BARI,10334,DR AZIZ BARI,3927,2018-GE,2018,GE,PR,P64,N26,TEBING TINGGI,26052,57,34,8,0,0,0,0,1703,22,0,0,0,0
MCA,KHOO BOON CHUAN,6407,TONY KHOO BOON CHUAN,0,2018-GE,2018,GE,PR,P64,N26,TEBING TINGGI,26052,57,34,8,0,0,0,0,1703,22,0,0,0,0
PAS,MAZLAN BIN MD ISA,3931,HAJI MAZLAN ISA,0,2018-GE,2018,GE,PR,P64,N26,TEBING TINGGI,26052,57,34,8,0,0,0,0,1703,22,0,0,0,0
DAP,ONG BOON PIOW,10131,0,5887,2013-GE,2013,GE,PR,P64,N26,TEBING TINGGI,19006,21,73,6,0,0,0,0,0,0,243,14618,0,0
MCA,KHOO BOON CHUAN,4244,0,0,2013-GE,2013,GE,PR,P64,N26,TEBING TINGGI,19006,21,73,6,0,0,0,0,0,0,243,14618,0,0
DAP,ONG BOON PIOW,7197,0,2515,2008-GE,2008,GE,PR,P64,N26,TEBING TINGGI,18074,17,77,5,0,0,0,0,0,0,175,12112,58,0
MCA,DATUK CHEW WAI KHOON,4682,0,0,2008-GE,2008,GE,PR,P64,N26,TEBING TINGGI,18074,17,77,5,0,0,0,0,0,0,175,12112,58,0
MCA,DATUK CHEW WAI KHOON,6313,0,1027,2004-GE,2004,GE,PR,P64,N26,TEBING TINGGI,18787,15,79,6,0,0,0,0,0,0,222,11821,71,0
DAP,RAYMOND CHONG YOH CHY,5286,0,0,2004-GE,2004,GE,PR,P64,N26,TEBING TINGGI,18787,15,79,6,0,0,0,0,0,0,222,11821,71,0
DAP,LEE CHUAN HOW,23282,HOWARD LEE CHUAN HOW,20856,2018-GE,2018,GE,PR,P64,N27,PASIR PINJI,33219,5,92,3,0,0,0,0,91,54,0,0,0,0
MCA,NG KAI CHEONG,2426,NG KAI CHEONG,0,2018-GE,2018,GE,PR,P64,N27,PASIR PINJI,33219,5,92,3,0,0,0,0,91,54,0,0,0,0
DAP,LEE CHUAN HOW,17896,0,13632,2013-GE,2013,GE,PR,P64,N27,PASIR PINJI,27631,10,88,2,0,0,0,0,0,0,227,22387,0,0
MCA,THONG FAH CHONG,4264,0,0,2013-GE,2013,GE,PR,P64,N27,PASIR PINJI,27631,10,88,2,0,0,0,0,0,0,227,22387,0,0
DAP,SU KEONG SIONG,12526,0,6339,2008-GE,2008,GE,PR,P64,N27,PASIR PINJI,26583,9,89,2,0,0,0,0,0,0,250,19047,84,0
MCA,KHOO BOON CHUAN,6187,0,0,2008-GE,2008,GE,PR,P64,N27,PASIR PINJI,26583,9,89,2,0,0,0,0,0,0,250,19047,84,0
DAP,SU KEONG SIONG,9633,0,2841,2004-GE,2004,GE,PR,P64,N27,PASIR PINJI,24251,5,94,1,0,0,0,0,0,0,307,16732,191,0
MCA,CHAN KAM,6792,0,0,2004-GE,2004,GE,PR,P64,N27,PASIR PINJI,24251,5,94,1,0,0,0,0,0,0,307,16732,191,0
DAP,ONG BOON PIOW,24647,ONG BOON PIOW,20709,2018-GE,2018,GE,PR,P65,N28,BERCHAM,36116,14,74,12,0,0,0,0,117,39,0,0,0,0
MCA,LOW GUO NAN,3938,AH NAN,0,2018-GE,2018,GE,PR,P65,N28,BERCHAM,36116,14,74,12,0,0,0,0,117,39,0,0,0,0
DAP,CHEONG CHEE KHING,20362,0,13916,2013-GE,2013,GE,PR,P65,N28,BERCHAM,32816,12,76,11,1,0,0,0,0,0,288,27189,0,0
MCA,LIM HUEY SHAN,6446,0,0,2013-GE,2013,GE,PR,P65,N28,BERCHAM,32816,12,76,11,1,0,0,0,0,0,288,27189,0,0
IND,KALIMUTHU A/L RANGGAYAH,93,0,0,2013-GE,2013,GE,PR,P65,N28,BERCHAM,32816,12,76,11,1,0,0,0,0,0,288,27189,0,0
DAP,SUM CHEOK LENG,12848,0,6010,2008-GE,2008,GE,PR,P65,N28,BERCHAM,26587,11,80,9,0,0,0,0,0,0,249,19966,31,0
MCA,GOOI SENG TEIK,6838,0,0,2008-GE,2008,GE,PR,P65,N28,BERCHAM,26587,11,80,9,0,0,0,0,0,0,249,19966,31,0
MCA,GOOI SENG TEIK,8231,0,628,2004-GE,2004,GE,PR,P65,N28,BERCHAM,23405,11,80,9,0,0,0,0,0,0,289,16788,63,0
DAP,SUM CHEOK LENG,7603,0,0,2004-GE,2004,GE,PR,P65,N28,BERCHAM,23405,11,80,9,0,0,0,0,0,0,289,16788,63,0
PKR,TAN SENG TOH,665,0,0,2004-GE,2004,GE,PR,P65,N28,BERCHAM,23405,11,80,9,0,0,0,0,0,0,289,16788,63,0
DAP,KO CHUNG SEN,12417,DR KO CHUNG SEN,9495,2018-GE,2018,GE,PR,P65,N29,KEPAYANG,20864,17,68,14,1,0,0,0,436,9,0,0,0,0
MCA,CHANG KOK AUN,2922,CHANG KOK AUN,0,2018-GE,2018,GE,PR,P65,N29,KEPAYANG,20864,17,68,14,1,0,0,0,436,9,0,0,0,0
DAP,NGA KOR MING,10948,0,4604,2013-GE,2013,GE,PR,P65,N29,KEPAYANG,22098,24,61,14,2,0,0,0,0,0,240,17532,0,0
MCA,CHANG KOK AUN,6344,0,0,2013-GE,2013,GE,PR,P65,N29,KEPAYANG,22098,24,61,14,2,0,0,0,0,0,240,17532,0,0
DAP,LOKE CHEE YAN,7552,0,490,2008-GE,2008,GE,PR,P65,N29,KEPAYANG,21256,23,64,13,1,0,0,0,0,0,304,15072,154,0
MCA,DATUK TAN CHIN MENG,7062,0,0,2008-GE,2008,GE,PR,P65,N29,KEPAYANG,21256,23,64,13,1,0,0,0,0,0,304,15072,154,0
MCA,DATUK TAN CHIN MENG,8679,0,3086,2004-GE,2004,GE,PR,P65,N29,KEPAYANG,22087,22,64,13,1,0,0,0,0,0,377,14649,386,0
DAP,CHONG TAT CHEONG,5593,0,0,2004-GE,2004,GE,PR,P65,N29,KEPAYANG,22087,22,64,13,1,0,0,0,0,0,377,14649,386,0
DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,18005,SIVASUBRAMANIAM,15323,2018-GE,2018,GE,PR,P65,N30,BUNTONG,27894,5,46,48,1,0,0,0,37,14,0,0,0,0
MIC,THANGARANI A/P THIAGARAJAN,2682,T THANGARANI,0,2018-GE,2018,GE,PR,P65,N30,BUNTONG,27894,5,46,48,1,0,0,0,37,14,0,0,0,0
PSM,MOHANARANI A/P RASIAH,813,RANI RASIAH,0,2018-GE,2018,GE,PR,P65,N30,BUNTONG,27894,5,46,48,1,0,0,0,37,14,0,0,0,0
DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,13062,0,8629,2013-GE,2013,GE,PR,P65,N30,BUNTONG,22847,6,44,48,2,0,0,0,0,0,312,18195,0,0
MIC,SIVARAJ A/L CHANDRAN,4433,0,0,2013-GE,2013,GE,PR,P65,N30,BUNTONG,22847,6,44,48,2,0,0,0,0,0,312,18195,0,0
IND,IRUTHIYAM SEBASTIAR A/L ANTHONISAMY,261,0,0,2013-GE,2013,GE,PR,P65,N30,BUNTONG,22847,6,44,48,2,0,0,0,0,0,312,18195,0,0
IND,MOHD BASRI BIN SHAFIE,127,0,0,2013-GE,2013,GE,PR,P65,N30,BUNTONG,22847,6,44,48,2,0,0,0,0,0,312,18195,0,0
DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,10311,0,5315,2008-GE,2008,GE,PR,P65,N30,BUNTONG,21930,6,47,46,1,0,0,0,0,0,258,15566,1,0
MCA,LEE TUNG  LAI,4996,0,0,2008-GE,2008,GE,PR,P65,N30,BUNTONG,21930,6,47,46,1,0,0,0,0,0,258,15566,1,0
MCA,DATUK YIK PHOOI HONG,8464,0,2382,2004-GE,2004,GE,PR,P65,N30,BUNTONG,22902,6,49,45,1,0,0,0,0,0,290,14836,41,0
DAP,A SIVASUBRAMANIAM,6082,0,0,2004-GE,2004,GE,PR,P65,N30,BUNTONG,22902,6,49,45,1,0,0,0,0,0,290,14836,41,0
DAP,CHEAH POU HIAN,16940,CHEAH POU HIAN,15187,2018-GE,2018,GE,PR,P66,N31,JELAPANG,24729,4,72,23,1,0,0,0,57,11,0,0,0,0
MIC,THANKARAJ A/L KRISHNAN,1753,THANKARAJ KRISHNAN,0,2018-GE,2018,GE,PR,P66,N31,JELAPANG,24729,4,72,23,1,0,0,0,57,11,0,0,0,0
PSM,SARASYATHY A/P MUTHU,944,SARAS,0,2018-GE,2018,GE,PR,P66,N31,JELAPANG,24729,4,72,23,1,0,0,0,57,11,0,0,0,0
DAP,TEH HOCK KE,16921,0,12266,2013-GE,2013,GE,PR,P66,N31,JELAPANG,30032,7,68,25,1,0,0,0,0,0,432,24576,0,0
MIC,MOKAN A/L SUPRAMANIAM,4655,0,0,2013-GE,2013,GE,PR,P66,N31,JELAPANG,30032,7,68,25,1,0,0,0,0,0,432,24576,0,0
PSM,SARASVATHY A/P MUTHU,2568,0,0,2013-GE,2013,GE,PR,P66,N31,JELAPANG,30032,7,68,25,1,0,0,0,0,0,432,24576,0,0
DAP,HEE YIT FOONG,12219,0,6707,2008-GE,2008,GE,PR,P66,N31,JELAPANG,26157,6,74,20,0,0,0,0,0,0,402,19409,1,0
MCA,LOH KOI PIN,5512,0,0,2008-GE,2008,GE,PR,P66,N31,JELAPANG,26157,6,74,20,0,0,0,0,0,0,402,19409,1,0
IND,M SARASVATHY,1275,0,0,2008-GE,2008,GE,PR,P66,N31,JELAPANG,26157,6,74,20,0,0,0,0,0,0,402,19409,1,0
DAP,HEE YIT SOONG,8231,0,253,2004-GE,2004,GE,PR,P66,N31,JELAPANG,24039,5,76,19,0,0,0,0,0,0,306,16873,173,0
MCA,DR MAH HANG SOON,7978,0,0,2004-GE,2004,GE,PR,P66,N31,JELAPANG,24039,5,76,19,0,0,0,0,0,0,306,16873,173,0
ilan,FOO TIEW KOK,358,0,0,2004-GE,2004,GE,PR,P66,N31,JELAPANG,24039,5,76,19,0,0,0,0,0,0,306,16873,173,0
DAP,CHAW KAM FOON,20456,CHAW KAM FOON,17948,2018-GE,2018,GE,PR,P66,N32,MENGLEMBU,29743,5,87,8,0,0,0,0,89,6,0,0,0,0
MCA,WONG KAM SENG,2508,WONG KAM SENG,0,2018-GE,2018,GE,PR,P66,N32,MENGLEMBU,29743,5,87,8,0,0,0,0,89,6,0,0,0,0
PSM,CHIN KWAI LEONG,248,CHIN KWAI LEONG,0,2018-GE,2018,GE,PR,P66,N32,MENGLEMBU,29743,5,87,8,0,0,0,0,89,6,0,0,0,0
DAP,LIM PEK HAR,20694,0,16799,2013-GE,2013,GE,PR,P66,N32,MENGLEMBU,30670,4,90,5,0,0,0,0,0,0,265,24854,0,0
MCA,LOO GAR YEN,3895,0,0,2013-GE,2013,GE,PR,P66,N32,MENGLEMBU,30670,4,90,5,0,0,0,0,0,0,265,24854,0,0
DAP,LIM PEK HAR,13305,0,6523,2008-GE,2008,GE,PR,P66,N32,MENGLEMBU,27053,4,93,4,0,0,0,0,0,0,243,20330,0,0
MCA,CHRISTINA TEOH AI LING,6782,0,0,2008-GE,2008,GE,PR,P66,N32,MENGLEMBU,27053,4,93,4,0,0,0,0,0,0,243,20330,0,0
DAP,KEONG MENG SING,10611,0,3172,2004-GE,2004,GE,PR,P66,N32,MENGLEMBU,25553,4,93,3,0,0,0,0,0,0,350,18400,31,0
MCA,LOH KOI PIN @ LO KOI PIN,7439,0,0,2004-GE,2004,GE,PR,P66,N32,MENGLEMBU,25553,4,93,3,0,0,0,0,0,0,350,18400,31,0
DAP,YONG CHOO KIONG,15061,YONG CHOO KIONG,10501,2018-GE,2018,GE,PR,P66,N33,TRONOH,26927,22,64,14,1,0,0,0,571,3,0,0,0,0
MCA,YUEN CHAN HOW,4560,YUEN CHAN HOW,0,2018-GE,2018,GE,PR,P66,N33,TRONOH,26927,22,64,14,1,0,0,0,571,3,0,0,0,0
PSM,CHIN KWAI HENG,333,CHIN KWAI HENG,0,2018-GE,2018,GE,PR,P66,N33,TRONOH,26927,22,64,14,1,0,0,0,571,3,0,0,0,0
DAP,YONG CHOO KIONG,13243,0,6191,2013-GE,2013,GE,PR,P66,N33,TRONOH,26885,23,63,14,1,0,0,0,0,0,351,20646,0,0
MCA,YIP SZE CHOY,7052,0,0,2013-GE,2013,GE,PR,P66,N33,TRONOH,26885,23,63,14,1,0,0,0,0,0,351,20646,0,0
DAP,SIVAKUMAR A/L VARATHARAJU NAIDU,9302,0,2571,2008-GE,2008,GE,PR,P66,N33,TRONOH,24103,21,67,2,0,0,0,0,0,0,340,16446,73,0
MCA,LEE KIM CHOY,6731,0,0,2008-GE,2008,GE,PR,P66,N33,TRONOH,24103,21,67,2,0,0,0,0,0,0,340,16446,73,0
MCA,DATUK LEE KON YIN,8419,0,1755,2004-GE,2004,GE,PR,P66,N33,TRONOH,23556,21,67,12,0,0,0,0,0,0,378,15461,35,0
DAP,LIM PEK HAR,6664,0,0,2004-GE,2004,GE,PR,P66,N33,TRONOH,23556,21,67,12,0,0,0,0,0,0,378,15461,35,0
UMNO,MASLIN SHAM BIN RAZMAN,5929,MASLIN SHAM BIN RAZMAN,464,2018-GE,2018,GE,PR,P67,N34,BUKIT CHANDAN,17311,69,22,7,3,0,0,0,357,3,0,0,0,0
PKR,MOHAMAD IMRAN BIN ABD HAMID,5465,LAKSAMANA PERTAMA (B) MOHAMAD IMRAN BIN ABD HAMID,0,2018-GE,2018,GE,PR,P67,N34,BUKIT CHANDAN,17311,69,22,7,3,0,0,0,357,3,0,0,0,0
PAS,INTAN NORHANI BINTI MOHAMAD BASIR,2743,INTAN NORHANI BINTI MOHAMAD BASIR,0,2018-GE,2018,GE,PR,P67,N34,BUKIT CHANDAN,17311,69,22,7,3,0,0,0,357,3,0,0,0,0
UMNO,MASLIN SHAM BIN RAZMAN,7050,0,959,2013-GE,2013,GE,PR,P67,N34,BUKIT CHANDAN,15979,67,24,7,2,0,0,0,0,0,238,13434,0,0
PKR,FATHMAWATY SALIM,6091,0,0,2013-GE,2013,GE,PR,P67,N34,BUKIT CHANDAN,15979,67,24,7,2,0,0,0,0,0,238,13434,0,0
IND,JAHIDDIN BIN ISA,55,0,0,2013-GE,2013,GE,PR,P67,N34,BUKIT CHANDAN,15979,67,24,7,2,0,0,0,0,0,238,13434,0,0
UMNO,DATUK WAN KHAIRIL ANUAR WAN AHMAD,5850,0,1694,2008-GE,2008,GE,PR,P67,N34,BUKIT CHANDAN,14211,65,26,8,1,0,0,0,0,0,178,10518,334,0
PKR,ZULKIFILY IBRAHIM,4156,0,0,2008-GE,2008,GE,PR,P67,N34,BUKIT CHANDAN,14211,65,26,8,1,0,0,0,0,0,178,10518,334,0
UMNO,DATUK AHMAD JAAFAR,6826,0,3613,2004-GE,2004,GE,PR,P67,N34,BUKIT CHANDAN,14452,63,27,9,2,0,0,0,0,0,227,10266,0,0
PKR,MUSTAFA KAMIL AYUB,3213,0,0,2004-GE,2004,GE,PR,P67,N34,BUKIT CHANDAN,14452,63,27,9,2,0,0,0,0,0,227,10266,0,0
UMNO,MOHAMAD ZURAIMI BIN RAZALI,6267,MOHAMAD ZURAIMI RAZALI,571,2018-GE,2018,GE,PR,P67,N35,MANONG,19643,72,21,7,0,0,0,0,19,3,0,0,0,0
BERSATU,MOHAMAD ISA BIN JAAFAR,5696,HAJI MOHAMAD ISA BIN JAAFAR,0,2018-GE,2018,GE,PR,P67,N35,MANONG,19643,72,21,7,0,0,0,0,19,3,0,0,0,0
PAS,JAMIL BIN DZULKARNAIN,4004,HAJI JAMIL,0,2018-GE,2018,GE,PR,P67,N35,MANONG,19643,72,21,7,0,0,0,0,19,3,0,0,0,0
UMNO,MOHAMAD KAMIL BIN SHAFIE,7405,0,231,2013-GE,2013,GE,PR,P67,N35,MANONG,17561,69,24,7,0,0,0,0,0,0,187,14766,0,0
PAS,JAMIL BIN DZULKARNAIN,7174,0,0,2013-GE,2013,GE,PR,P67,N35,MANONG,17561,69,24,7,0,0,0,0,0,0,187,14766,0,0
UMNO,DATUK RAMLY ZAHARI,5391,0,749,2008-GE,2008,GE,PR,P67,N35,MANONG,14114,67,26,6,0,0,0,0,0,0,160,10256,63,0
PAS,MOHAMAD YAZID YEOP BAHARUDDIN,4642,0,0,2008-GE,2008,GE,PR,P67,N35,MANONG,14114,67,26,6,0,0,0,0,0,0,160,10256,63,0
UMNO,DATUK RAMLY ZAHARI,4693,0,2353,2004-GE,2004,GE,PR,P67,N35,MANONG,13939,67,27,6,0,0,0,0,0,0,133,7166,26,0
PAS,ASMUNI AWI,2340,0,0,2004-GE,2004,GE,PR,P67,N35,MANONG,13939,67,27,6,0,0,0,0,0,0,133,7166,26,0
UMNO,ABD MANAF BIN HASHIM,6312,DATO' ABD MANAF,1624,2018-GE,2018,GE,PR,P68,N36,PENGKALAN BARU,18076,68,21,10,0,0,0,0,20,1,0,0,0,0
BERSATU,MURAD BIN ABDULLAH,4688,MURAD ABDULLAH,0,2018-GE,2018,GE,PR,P68,N36,PENGKALAN BARU,18076,68,21,10,0,0,0,0,20,1,0,0,0,0
PAS,ZAKARIA BIN HASHIM,2781,HJ ZAKARIA BIN HASHIM,0,2018-GE,2018,GE,PR,P68,N36,PENGKALAN BARU,18076,68,21,10,0,0,0,0,20,1,0,0,0,0
UMNO,ABD MANAF BIN HASHIM,8281,0,2505,2013-GE,2013,GE,PR,P68,N36,PENGKALAN BARU,17459,67,23,10,0,0,0,0,0,0,233,14388,0,0
PAS,KHAIRUDDIN BIN ABD MALIK,5776,0,0,2013-GE,2013,GE,PR,P68,N36,PENGKALAN BARU,17459,67,23,10,0,0,0,0,0,0,233,14388,0,0
IND,AHMAD NIZAM BIN IBRAHIM,98,0,0,2013-GE,2013,GE,PR,P68,N36,PENGKALAN BARU,17459,67,23,10,0,0,0,0,0,0,233,14388,0,0
UMNO,DATUK HAMDI ABU BAKAR,5375,0,14,2008-GE,2008,GE,PR,P68,N36,PENGKALAN BARU,15262,64,25,11,0,0,0,0,0,0,334,11108,38,0
PAS,ABU BAKAR HUSSAIN,5361,0,0,2008-GE,2008,GE,PR,P68,N36,PENGKALAN BARU,15262,64,25,11,0,0,0,0,0,0,334,11108,38,0
UMNO,DATUK HAMDI ABU BAKAR,6240,0,2178,2004-GE,2004,GE,PR,P68,N36,PENGKALAN BARU,15527,64,25,11,0,0,0,0,0,0,367,10669,391,0
PKR,KAMARUDDIN AWANG THE,4062,0,0,2004-GE,2004,GE,PR,P68,N36,PENGKALAN BARU,15527,64,25,11,0,0,0,0,0,0,367,10669,391,0
DAP,WONG MAY ING,18608,WONG MAY ING,13316,2018-GE,2018,GE,PR,P68,N37,PANTAI REMIS,32346,15,67,17,0,0,0,0,87,5,0,0,0,0
MCA,HO KEAN WEI,5292,HO KEAN WEI,0,2018-GE,2018,GE,PR,P68,N37,PANTAI REMIS,32346,15,67,17,0,0,0,0,87,5,0,0,0,0
DAP,WONG MAY ING,17092,0,9471,2013-GE,2013,GE,PR,P68,N37,PANTAI REMIS,31746,14,68,17,0,0,0,0,0,0,419,25132,0,0
MCA,KOH SER YUN,7621,0,0,2013-GE,2013,GE,PR,P68,N37,PANTAI REMIS,31746,14,68,17,0,0,0,0,0,0,419,25132,0,0
DAP,NGA KOR MING,12188,0,5076,2008-GE,2008,GE,PR,P68,N37,PANTAI REMIS,28011,13,71,15,0,0,0,0,0,0,354,19712,58,0
MCA,OOI JING TING,7112,0,0,2008-GE,2008,GE,PR,P68,N37,PANTAI REMIS,28011,13,71,15,0,0,0,0,0,0,354,19712,58,0
DAP,NGA KOR MING,9703,0,2303,2004-GE,2004,GE,PR,P68,N37,PANTAI REMIS,26646,14,72,15,0,0,0,0,0,0,503,17606,532,0
MCA,WONG CHONG SANG,7400,0,0,2004-GE,2004,GE,PR,P68,N37,PANTAI REMIS,26646,14,72,15,0,0,0,0,0,0,503,17606,532,0
UMNO,KHAIRUDIN BIN ABU HANIPAH,5879,KHAIRUDIN ABU HANIPAH,2729,2018-GE,2018,GE,PR,P69,N39,BELANJA,14946,87,5,6,2,0,0,0,34,1,0,0,0,0
PAS,MOHD ZAHID BIN ABU BAKAR,3150,USTAZ MOHD ZAHID,0,2018-GE,2018,GE,PR,P69,N39,BELANJA,14946,87,5,6,2,0,0,0,34,1,0,0,0,0
BERSATU,YAHANIS BIN YAHYA,2871,HAJI YAHANIS YAHYA,0,2018-GE,2018,GE,PR,P69,N39,BELANJA,14946,87,5,6,2,0,0,0,34,1,0,0,0,0
UMNO,MOHD NIZAR BIN ZAKARIA,7691,0,2963,2013-GE,2013,GE,PR,P69,N38,BELANJA,15010,87,6,6,2,0,0,0,0,0,224,12643,0,0
PAS,NAJIHATUSSALEHAH BINTI AHMAD,4728,0,0,2013-GE,2013,GE,PR,P69,N38,BELANJA,15010,87,6,6,2,0,0,0,0,0,224,12643,0,0
UMNO,DATUK MOHDZAIM ABU HASSAN,6596,0,2310,2008-GE,2008,GE,PR,P69,N38,BELANJA,14470,87,6,6,1,0,0,0,0,0,172,9313,70,0
PAS,MUHAMMAD ISMI MAT TALIB,4286,0,0,2008-GE,2008,GE,PR,P69,N38,BELANJA,14470,87,6,6,1,0,0,0,0,0,172,9313,70,0
UMNO,DATUK ZAIM ABU HASSAN,6916,0,3143,2004-GE,2004,GE,PR,P69,N38,BELANJA,14824,85,7,7,1,0,0,0,0,0,169,10858,51,0
PAS,DR FAIZOL FADZLI MOHAMED,3773,0,0,2004-GE,2004,GE,PR,P69,N38,BELANJA,14824,85,7,7,1,0,0,0,0,0,169,10858,51,0
UMNO,KHAIRUL SHAHRIL BIN MOHAMED,7411,KHAIRUL SHAHRIL MOHAMED,1822,2018-GE,2018,GE,PR,P69,N40,BOTA,20964,97,0,0,2,0,0,0,447,4,0,0,0,0
PAS,MUHAMMAD ISMI BIN MAT TAIB,5589,UST MUHD ISMI MAT TAIB,0,2018-GE,2018,GE,PR,P69,N40,BOTA,20964,97,0,0,2,0,0,0,447,4,0,0,0,0
BERSATU,AZRUL HAKKIM BIN AZHAR,4070,AZRUL AZHAR,0,2018-GE,2018,GE,PR,P69,N40,BOTA,20964,97,0,0,2,0,0,0,447,4,0,0,0,0
UMNO,NASARUDIN B HASHIM,9504,0,3448,2013-GE,2013,GE,PR,P69,N39,BOTA,18493,97,0,0,2,0,0,0,0,0,337,15897,0,0
PKR,ZULKIFLY BIN IBRAHIM,6056,0,0,2013-GE,2013,GE,PR,P69,N39,BOTA,18493,97,0,0,2,0,0,0,0,0,337,15897,0,0
UMNO,DATUK NASARUDIN HASHIM,6556,0,2068,2008-GE,2008,GE,PR,P69,N39,BOTA,14389,99,0,0,1,0,0,0,0,0,257,11338,37,0
PKR,USAILI ALIAS,4488,0,0,2008-GE,2008,GE,PR,P69,N39,BOTA,14389,99,0,0,1,0,0,0,0,0,257,11338,37,0
UMNO,CHE RI MD DAUD,6031,0,1729,2004-GE,2004,GE,PR,P69,N39,BOTA,14092,98,0,0,2,0,0,0,0,0,210,10543,80,0
PKR,KAPT (B) USAILI ALIAS,4302,0,0,2004-GE,2004,GE,PR,P69,N39,BOTA,14092,98,0,0,2,0,0,0,0,0,210,10543,80,0
DAP,LEONG CHEOK KENG,11271,LEONG CHEOK KENG,6082,2018-GE,2018,GE,PR,P70,N41,MALIM NAWAR,22918,21,71,8,1,0,0,0,71,5,0,0,0,0
MCA,CHANG GWO CHYANG,5189,CHANG GWO CHYANG,0,2018-GE,2018,GE,PR,P70,N41,MALIM NAWAR,22918,21,71,8,1,0,0,0,71,5,0,0,0,0
PSM,BAWANI A/P KANIAPAN,213,BAWANI KS,0,2018-GE,2018,GE,PR,P70,N41,MALIM NAWAR,22918,21,71,8,1,0,0,0,71,5,0,0,0,0
DAP,LEONG CHEOK KENG,11296,0,4343,2013-GE,2013,GE,PR,P70,N40,MALIM NAWAR,24615,20,71,8,2,0,0,0,0,0,304,18553,0,0
MCA,CHANG GWO CHYANG,6953,0,0,2013-GE,2013,GE,PR,P70,N40,MALIM NAWAR,24615,20,71,8,2,0,0,0,0,0,304,18553,0,0
DAP,KESHVINDER SINGH A/L KASHMIR SINGH,7801,0,1362,2008-GE,2008,GE,PR,P70,N40,MALIM NAWAR,23276,17,73,8,1,0,0,0,0,0,364,14647,43,0
MCA,DR CHAI SONG POH,6439,0,0,2008-GE,2008,GE,PR,P70,N40,MALIM NAWAR,23276,17,73,8,1,0,0,0,0,0,364,14647,43,0
MCA,DATUK LEE CHEE LEONG,10943,0,7340,2004-GE,2004,GE,PR,P70,N40,MALIM NAWAR,23861,16,75,8,1,0,0,0,0,0,426,14972,33,0
DAP,HONG CHIN POH,3603,0,0,2004-GE,2004,GE,PR,P70,N40,MALIM NAWAR,23861,16,75,8,1,0,0,0,0,0,426,14972,33,0
DAP,CHONG ZHEMIN,12072,CHONG ZHEMIN,8041,2018-GE,2018,GE,PR,P70,N42,KERANJI,21605,14,75,10,2,0,0,0,308,9,0,0,0,0
MCA,DANIEL WA WAI HOW,4031,DANIEL WA WAI HOW,0,2018-GE,2018,GE,PR,P70,N42,KERANJI,21605,14,75,10,2,0,0,0,308,9,0,0,0,0
DAP,CHEN FOOK CHYE,10671,0,5561,2013-GE,2013,GE,PR,P70,N41,KERANJI,21111,13,76,10,2,0,0,0,0,0,205,15986,0,0
MCA,DANIEL WA WAI HOW,5110,0,0,2013-GE,2013,GE,PR,P70,N41,KERANJI,21111,13,76,10,2,0,0,0,0,0,205,15986,0,0
DAP,CHEN FOOK CHYE,8459,0,4435,2008-GE,2008,GE,PR,P70,N41,KERANJI,19857,12,79,9,1,0,0,0,0,0,212,12738,43,0
MCA,CHONG MUN WAH,4024,0,0,2008-GE,2008,GE,PR,P70,N41,KERANJI,19857,12,79,9,1,0,0,0,0,0,212,12738,43,0
DAP,CHEN FOOK CHYE,5989,0,47,2004-GE,2004,GE,PR,P70,N41,KERANJI,20127,11,79,10,1,0,0,0,0,0,350,12281,423,0
MCA,DATUK DR CHONG FAH @ CHONG KAM,5942,0,0,2004-GE,2004,GE,PR,P70,N41,KERANJI,20127,11,79,10,1,0,0,0,0,0,350,12281,423,0
UMNO,NOLEE ASHILIN BINTI MOHAMMED RADZI,8767,NOLEE RADZI,1099,2018-GE,2018,GE,PR,P70,N43,TUALANG SEKAH,24913,62,25,9,4,0,0,0,23,2,0,0,0,0
PKR,MOHD AZLAN HELMI BIN HELMI,7668,AZLAN HELMI,0,2018-GE,2018,GE,PR,P70,N43,TUALANG SEKAH,24913,62,25,9,4,0,0,0,23,2,0,0,0,0
PAS,MOHD SOFIAN BIN HAJI REJAB,3162,USTAZ HAJI MOHD SOFIAN BIN HAJI REJAB,0,2018-GE,2018,GE,PR,P70,N43,TUALANG SEKAH,24913,62,25,9,4,0,0,0,23,2,0,0,0,0
UMNO,NOLEE ASHILIN BINTI MOHAMMED RADZI,7955,0,2046,2013-GE,2013,GE,PR,P70,N42,TUALANG SEKAH,17893,61,28,11,0,0,0,0,0,0,347,14611,0,0
PKR,BALDIP SINGH A/L SANTOKH SINGH,5909,0,0,2013-GE,2013,GE,PR,P70,N42,TUALANG SEKAH,17893,61,28,11,0,0,0,0,0,0,347,14611,0,0
IND,SYED MOHAMED BIN SYED ALI,400,0,0,2013-GE,2013,GE,PR,P70,N42,TUALANG SEKAH,17893,61,28,11,0,0,0,0,0,0,347,14611,0,0
UMNO,NORLEE MOHAMED RADZI,6366,0,1569,2008-GE,2008,GE,PR,P70,N42,TUALANG SEKAH,16651,57,30,13,0,0,0,0,0,0,361,11578,54,0
