Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,StateCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned,Unopposed
PH,MARINA BINTI IBRAHIM,26359,MARINA BINTI IBRAHIM,13943,2022-BYELECTION,2022,BYELECTION,JH,P162,N48,SKUDAI,45033,0,0,0,0,0,0,0,0,0,0,0,0,0
BN,LIM SOON HAI,12416,LIM SOON HAI,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N48,SKUDAI,45033,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,KHOO KONG EK,6258,KHOO KONG EK,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N48,SKUDAI,45033,0,0,0,0,0,0,0,0,0,0,0,0,0
DAP,TAN HONG PIN,47359,TAN HONG PIN,35126,2018-GE,2018,GE,JH,P162,N48,SKUDAI,70928,23,64,12,1,0,0,0,671,16,0,0,0,0
MIC,S KANAN A/L G SUPPIAH,12233,S KANAN,0,2018-GE,2018,GE,JH,P162,N48,SKUDAI,70928,23,64,12,1,0,0,0,671,16,0,0,0,0
DAP,BOO CHENG HAU,33692,0,18050,2013-GE,2013,GE,JH,P162,N48,SKUDAI,56543,22,65,12,1,0,0,0,0,0,525,49859,0,0
MCA,LIANG AH CHY,15642,0,0,2013-GE,2013,GE,JH,P162,N48,SKUDAI,56543,22,65,12,1,0,0,0,0,0,525,49859,0,0
DAP,BOO CHENG HAU,23124,0,12854,2008-GE,2008,GE,JH,P162,N48,SKUDAI,44459,22,66,12,0,0,0,0,0,0,590,34029,45,0
GERAKAN,DATUK TEO ENG TEE @ TEO KOK CHEE,10270,0,0,2008-GE,2008,GE,JH,P162,N48,SKUDAI,44459,22,66,12,0,0,0,0,0,0,590,34029,45,0
GERAKAN,TEO ENG YEE @ TEO KOK CHEE,15573,0,2193,2004-GE,2004,GE,JH,P162,N48,SKUDAI,40268,22,67,11,0,0,0,0,0,0,562,29539,24,0
DAP,BOO CHENG HAU,13380,0,0,2004-GE,2004,GE,JH,P162,N48,SKUDAI,40268,22,67,11,0,0,0,0,0,0,562,29539,24,0
BN,PANDAK BIN AHMAD,23133,PANDAK BIN AHMAD,4360,2022-BYELECTION,2022,BYELECTION,JH,P162,N49,KOTA ISKANDAR,56714,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,DZULKEFLY BIN AHMAD,18773,Sr. HJ DZULKEFLY BIN AHMAD,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N49,KOTA ISKANDAR,56714,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,SAMSUDIN BIN ISMAIL,12503,SAMSUDIN BIN ISMAIL,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N49,KOTA ISKANDAR,56714,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJUANG,ZAINI BIN ABU BAKAR,1308,DR. HJ. ZAINI BIN HJ. ABU BAKAR,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N49,KOTA ISKANDAR,56714,0,0,0,0,0,0,0,0,0,0,0,0,0
PSM,ARANGKANNAL A/L RAJOO,997,ARA,0,2022-BYELECTION,2022,BYELECTION,JH,P162,N49,KOTA ISKANDAR,56714,0,0,0,0,0,0,0,0,0,0,0,0,0
AMANAH,DZULKEFLY BIN AHMAD,33455,DZULKEFLY AHMAD,14543,2018-GE,2018,GE,JH,P162,N49,KOTA ISKANDAR,67371,52,35,13,1,0,0,0,249,13,0,0,0,0
UMNO,MOHAMMAD KHAIRI BIN AMALIK,18912,MOHD KHAIRI BIN A MALIK,0,2018-GE,2018,GE,JH,P162,N49,KOTA ISKANDAR,67371,52,35,13,1,0,0,0,249,13,0,0,0,0
PAS,SALLEH UHDEN @ SALLEHUDDIN BIN MOHD DAHIRAN,4966,HJ SALLEHUDDIN BIN MOHD DAHIRAN,0,2018-GE,2018,GE,JH,P162,N49,KOTA ISKANDAR,67371,52,35,13,1,0,0,0,249,13,0,0,0,0
UMNO,ZAINI BIN ABU BAKAR,23166,0,2201,2013-GE,2013,GE,JH,P162,N49,NUSA JAYA,50183,47,38,13,2,0,0,0,0,0,873,45004,0,0
PAS,SALAHUDDIN BIN AYUB,20965,0,0,2013-GE,2013,GE,JH,P162,N49,NUSA JAYA,50183,47,38,13,2,0,0,0,0,0,873,45004,0,0
UMNO,DATUK ABDUL AZIZ SAPIAN,16643,0,7384,2008-GE,2008,GE,JH,P162,N49,NUSA JAYA,34217,49,39,12,0,0,0,0,0,0,750,26699,47,0
PAS,MOHD SHAH LAMAT,9259,0,0,2008-GE,2008,GE,JH,P162,N49,NUSA JAYA,34217,49,39,12,0,0,0,0,0,0,750,26699,47,0
UMNO,ABDUL AZIZ SAPIAN,18452,0,14776,2004-GE,2004,GE,JH,P162,N49,NUSA JAYA,29755,49,39,11,1,0,0,0,0,0,595,22758,35,0
PAS,ZULKARNIAN YAP ABDULLAH,3676,0,0,2004-GE,2004,GE,JH,P162,N49,NUSA JAYA,29755,49,39,11,1,0,0,0,0,0,595,22758,35,0
BN,MOHD JAFNI BIN MD SHUKOR,10889,DATO' MOHD JAFNI MD SHUKOR,4755,2022-BYELECTION,2022,BYELECTION,JH,P163,N50,BUKIT PERMAI,22516,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDA,MOHD AZROL BIN AB RAHANI,6134,AZROL HJ. RAHANI,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N50,BUKIT PERMAI,22516,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,TOSRIN BIN JARVANTHI,5108,TOSRIN BIN JARVANTHI,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N50,BUKIT PERMAI,22516,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJUANG,MOKHTAR BIN ABDUL WAHAB,385,MOKHTAR ABDUL WAHAB,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N50,BUKIT PERMAI,22516,0,0,0,0,0,0,0,0,0,0,0,0,0
BERSATU,TOSRIN BIN JARUANTHI,10998,TOSRIN BIN JARUANTHI,2531,2018-GE,2018,GE,JH,P163,N50,BUKIT PERMAI,24275,54,34,12,0,0,0,0,0,7,0,0,0,0
UMNO,ALI MAZAT BIN SALLEH,8467,ALI MAZAT BIN SALLEH,0,2018-GE,2018,GE,JH,P163,N50,BUKIT PERMAI,24275,54,34,12,0,0,0,0,0,7,0,0,0,0
PAS,ABD AZIZ BIN JA'AFAR,1392,ABD AZIZ BIN JA'AFAR,0,2018-GE,2018,GE,JH,P163,N50,BUKIT PERMAI,24275,54,34,12,0,0,0,0,0,7,0,0,0,0
UMNO,ALI MAZAT BIN SALLEH,11236,0,3369,2013-GE,2013,GE,JH,P163,N50,BUKIT PERMAI,21619,53,34,12,2,0,0,0,0,0,327,19430,0,0
PAS,MAZLAN BIN ALIMAN,7867,0,0,2013-GE,2013,GE,JH,P163,N50,BUKIT PERMAI,21619,53,34,12,2,0,0,0,0,0,327,19430,0,0
UMNO,KAMARUZAMAN ALI,8385,0,5192,2008-GE,2008,GE,JH,P163,N50,BUKIT PERMAI,14863,55,34,11,0,0,0,0,0,0,479,12116,59,0
PAS,MOHD BADZIHAR MOHD BASRI,3193,0,0,2008-GE,2008,GE,JH,P163,N50,BUKIT PERMAI,14863,55,34,11,0,0,0,0,0,0,479,12116,59,0
UMNO,ZAINAL ABIDIN JIDIN,9194,0,7826,2004-GE,2004,GE,JH,P163,N50,BUKIT PERMAI,14098,52,38,10,0,0,0,0,0,0,364,10932,6,0
PAS,MD FARIDZ MOHD SALLEH,1368,0,0,2004-GE,2004,GE,JH,P163,N50,BUKIT PERMAI,14098,52,38,10,0,0,0,0,0,0,364,10932,6,0
PKR,CHIONG SEN SERN,9439,ARTHUR CHIONG SEN SERN,137,2022-BYELECTION,2022,BYELECTION,JH,P163,N51,BUKIT BATU,24079,0,0,0,0,0,0,0,0,0,0,0,0,0
BN,SUPPAYAH A/L SOLAIMUTHU,9302,S. SUPPAYAH,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N51,BUKIT BATU,24079,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,TAN HENG CHOON,3989,TAN HENG CHOON,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N51,BUKIT BATU,24079,0,0,0,0,0,0,0,0,0,0,0,0,0
WARISAN,LEE MING WEN,1349,LEE MING WEN,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N51,BUKIT BATU,24079,0,0,0,0,0,0,0,0,0,0,0,0,0
PKR,JIMMY PUAH WEE TSE,17105,JIMMY PUAH WEE TSE,10057,2018-GE,2018,GE,JH,P163,N51,BUKIT BATU,30216,34,58,7,0,0,0,0,50,6,0,0,0,0
GERAKAN,TEO LEE HO,7048,TEO LEE HO,0,2018-GE,2018,GE,JH,P163,N51,BUKIT BATU,30216,34,58,7,0,0,0,0,50,6,0,0,0,0
PAS,JUWAHIR BIN AMIN,1888,USTAZ JUWAHIR BIN AMIN,0,2018-GE,2018,GE,JH,P163,N51,BUKIT BATU,30216,34,58,7,0,0,0,0,50,6,0,0,0,0
PKR,JIMMY PUAH WEE TSE,11676,0,4015,2013-GE,2013,GE,JH,P163,N51,BUKIT BATU,22262,30,62,7,1,0,0,0,0,0,493,20007,0,0
GERAKAN,CHEONG CHIN LIANG,7661,0,0,2013-GE,2013,GE,JH,P163,N51,BUKIT BATU,22262,30,62,7,1,0,0,0,0,0,493,20007,0,0
IND,SURENDIRAN A/L KUPPAYAH,177,0,0,2013-GE,2013,GE,JH,P163,N51,BUKIT BATU,22262,30,62,7,1,0,0,0,0,0,493,20007,0,0
GERAKAN,CHEONG CHIN LIANG,8805,0,2341,2008-GE,2008,GE,JH,P163,N51,BUKIT BATU,19556,31,63,6,0,0,0,0,0,0,524,15810,17,0
PKR,LIEW SHIN KHEONG,6464,0,0,2008-GE,2008,GE,JH,P163,N51,BUKIT BATU,19556,31,63,6,0,0,0,0,0,0,524,15810,17,0
GERAKAN,CHEONG CHIN LIANG,10301,0,7235,2004-GE,2004,GE,JH,P163,N51,BUKIT BATU,17705,32,61,7,0,0,0,0,0,0,442,13821,12,0
PKR,LIEW SHIN KHEONG,3066,0,0,2004-GE,2004,GE,JH,P163,N51,BUKIT BATU,17705,32,61,7,0,0,0,0,0,0,442,13821,12,0
PH,WONG BOR YANG,16525,WONG BOR YANG,5921,2022-BYELECTION,2022,BYELECTION,JH,P163,N52,SENAI,31931,0,0,0,0,0,0,0,0,0,0,0,0,0
BN,SHEN POH KUAN,10604,KENNY SHEN POH KUAN,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N52,SENAI,31931,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,YEO KWEE KWANG,4802,YEO KWEE KWANG,0,2022-BYELECTION,2022,BYELECTION,JH,P163,N52,SENAI,31931,0,0,0,0,0,0,0,0,0,0,0,0,0
DAP,TEE BOON TSONG,28274,TEE BOON TSONG,18902,2018-GE,2018,GE,JH,P163,N52,SENAI,44656,26,62,11,1,0,0,0,688,10,0,0,0,0
MCA,SHEN POH KUAN,9372,SHEN POH KUAN,0,2018-GE,2018,GE,JH,P163,N52,SENAI,44656,26,62,11,1,0,0,0,688,10,0,0,0,0
DAP,WONG SHU QI,23110,0,11227,2013-GE,2013,GE,JH,P163,N52,SENAI,40110,23,65,11,1,0,0,0,0,0,458,35451,0,0
MCA,TANG NAI SOON,11883,0,0,2013-GE,2013,GE,JH,P163,N52,SENAI,40110,23,65,11,1,0,0,0,0,0,458,35451,0,0
DAP,ONG KOW MENG,14612,0,4030,2008-GE,2008,GE,JH,P163,N52,SENAI,32939,22,68,10,0,0,0,0,0,0,577,25800,29,0
MCA,CHUN YOON FOOK,10582,0,0,2008-GE,2008,GE,JH,P163,N52,SENAI,32939,22,68,10,0,0,0,0,0,0,577,25800,29,0
MCA,CHUN YOONG FOOK,13884,0,5294,2004-GE,2004,GE,JH,P163,N52,SENAI,30470,22,67,10,0,0,0,0,0,0,483,22983,26,0
DAP,ONG KOW MENG,8590,0,0,2004-GE,2004,GE,JH,P163,N52,SENAI,30470,22,67,10,0,0,0,0,0,0,483,22983,26,0
BN,HASNI BIN MOHAMMAD,10896,HASNI BIN MOHAMMAD,5859,2022-BYELECTION,2022,BYELECTION,JH,P164,N53,BENUT,17272,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,ISA BIN AB HAMID,5037,DATO' ISA BIN AB HAMID,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N53,BENUT,17272,0,0,0,0,0,0,0,0,0,0,0,0,0
PKR,HANIFF @ GHAZALI BIN HOSMAN,1200,HANIFF GHAZALI HOSMAN,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N53,BENUT,17272,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJUANG,ISKANDAR NOOR BIN IBRAHIM,139,ISKANDAR NOOR BIN IBRAHIM,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N53,BENUT,17272,0,0,0,0,0,0,0,0,0,0,0,0,0
UMNO,HASNI BIN MOHAMMAD,9480,DATUK IRHASNI BIN MOHAMMAD,4447,2018-GE,2018,GE,JH,P164,N53,BENUT,20894,82,18,0,0,0,0,0,12,4,0,0,0,0
BERSATU,ZULKIFLY BIN TASREP,5033,ZULKIFLY BIN TASREP,0,2018-GE,2018,GE,JH,P164,N53,BENUT,20894,82,18,0,0,0,0,0,12,4,0,0,0,0
PAS,MOHD FIRDAUS BIN JAFFAR,2590,MOHD FIRDAUS BIN JAFFAR,0,2018-GE,2018,GE,JH,P164,N53,BENUT,20894,82,18,0,0,0,0,0,12,4,0,0,0,0
UMNO,HASNI BIN MOHAMMAD,12358,0,6572,2013-GE,2013,GE,JH,P164,N53,BENUT,21463,78,18,0,4,0,0,0,0,0,446,18590,0,0
PAS,SAROBO BIN PONOH,5786,0,0,2013-GE,2013,GE,JH,P164,N53,BENUT,21463,78,18,0,4,0,0,0,0,0,446,18590,0,0
UMNO,DATUK IR HASNI MOHAMMAD,10098,0,6304,2008-GE,2008,GE,JH,P164,N53,BENUT,18646,79,21,0,0,0,0,0,0,0,457,14376,27,0
PAS,RADEN SOROBO PONOH,3794,0,0,2008-GE,2008,GE,JH,P164,N53,BENUT,18646,79,21,0,0,0,0,0,0,0,457,14376,27,0
UMNO,SALEHAN SUNGOT,11238,0,8231,2004-GE,2004,GE,JH,P164,N53,BENUT,19478,79,21,0,0,0,0,0,0,0,437,14698,16,0
PAS,AZLISHAM AZHAR,3007,0,0,2004-GE,2004,GE,JH,P164,N53,BENUT,19478,79,21,0,0,0,0,0,0,0,437,14698,16,0
BN,HASRUNIZAH BINTI HASSAN,12473,HASRUNIZAH HASSAN (AZAH),6325,2022-BYELECTION,2022,BYELECTION,JH,P164,N54,PULAI SEBATANG,24917,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,SUHAIZAN BIN KAIAT,6148,YB SPEAKER SUHAIZAN,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N54,PULAI SEBATANG,24917,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,ABDULLAH BIN HUSIN,5967,USTAZ ABDULLAH,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N54,PULAI SEBATANG,24917,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJUANG,ABD.RASHID BIN ABD.HADI,329,HJ. ABD. RASHID BIN ABD. HADI,0,2022-BYELECTION,2022,BYELECTION,JH,P164,N54,PULAI SEBATANG,24917,0,0,0,0,0,0,0,0,0,0,0,0,0
AMANAH,MUHAMMAD TAQIUDDIN BIN CHEMAN,14507,TAQIUDDIN CHEMAN,3395,2018-GE,2018,GE,JH,P164,N54,PULAI SEBATANG,34676,61,38,2,0,0,0,0,88,5,0,0,0,0
MCA,TEE SIEW KIONG,11112,DATUK TEE SIEW KIONG,0,2018-GE,2018,GE,JH,P164,N54,PULAI SEBATANG,34676,61,38,2,0,0,0,0,88,5,0,0,0,0
PAS,BAHAROM BIN MOHAMAD,2975,DR BAHAROM MOHAMAD,0,2018-GE,2018,GE,JH,P164,N54,PULAI SEBATANG,34676,61,38,2,0,0,0,0,88,5,0,0,0,0
MCA,TEE SIEW KIONG,13554,0,3412,2013-GE,2013,GE,JH,P164,N54,PULAI SEBATANG,28170,62,35,1,2,0,0,0,0,0,465,24161,0,0
PAS,UNGKU MOHD NOOR BIN UNGKU MAHMOOD,10142,0,0,2013-GE,2013,GE,JH,P164,N54,PULAI SEBATANG,28170,62,35,1,2,0,0,0,0,0,465,24161,0,0
MCA,TEE SIEW KIONG,11878,0,5765,2008-GE,2008,GE,JH,P164,N54,PULAI SEBATANG,24618,60,38,1,0,0,0,0,0,0,469,18460,0,0
PAS,SHAMSUDDIN JAAFAR,6113,0,0,2008-GE,2008,GE,JH,P164,N54,PULAI SEBATANG,24618,60,38,1,0,0,0,0,0,0,469,18460,0,0
MCA,TEE SIEW KIONG,14199,0,10217,2004-GE,2004,GE,JH,P164,N54,PULAI SEBATANG,24899,60,39,2,0,0,0,0,0,0,467,18751,103,0
PAS,RADEN SOROBO PONO,3982,0,0,2004-GE,2004,GE,JH,P164,N54,PULAI SEBATANG,24899,60,39,2,0,0,0,0,0,0,467,18751,103,0
BN,TAN ENG MENG,11024,TAN ENG MENG,4835,2022-BYELECTION,2022,BYELECTION,JH,P165,N55,PEKAN NANAS,21392,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,YEO TUNG SIONG,6189,YEO TUNG SIONG,0,2022-BYELECTION,2022,BYELECTION,JH,P165,N55,PEKAN NANAS,21392,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,TAN CHIN HOCK,2741,Dato' Tan,0,2022-BYELECTION,2022,BYELECTION,JH,P165,N55,PEKAN NANAS,21392,0,0,0,0,0,0,0,0,0,0,0,0,0
WARISAN,HISHAMUDDIN BIN BUSRI,1438,HISHAMUDDIN BIN BUSRI (KINO),0,2022-BYELECTION,2022,BYELECTION,JH,P165,N55,PEKAN NANAS,21392,0,0,0,0,0,0,0,0,0,0,0,0,0
DAP,YEO TUNG SIONG,11856,YEO TUNG SIONG,1308,2018-GE,2018,GE,JH,P165,N55,PEKAN NANAS,26608,54,45,1,0,0,0,0,24,5,0,0,0,0
MCA,TAN ENG MENG,10548,TAN ENG MENG,0,2018-GE,2018,GE,JH,P165,N55,PEKAN NANAS,26608,54,45,1,0,0,0,0,24,5,0,0,0,0
DAP,YEO TUNG SIONG,15436,0,2669,2013-GE,2013,GE,JH,P165,N55,PEKAN NENAS,32486,39,58,1,2,0,0,0,0,0,505,28708,0,0
MCA,WONG YOU FONG,12767,0,0,2013-GE,2013,GE,JH,P165,N55,PEKAN NENAS,32486,39,58,1,2,0,0,0,0,0,505,28708,0,0
MCA,TANG NAI SOON,12297,0,3324,2008-GE,2008,GE,JH,P165,N55,PEKAN NENAS,28012,38,61,1,0,0,0,0,0,0,476,21746,0,0
DAP,AHMAD TON,8973,0,0,2008-GE,2008,GE,JH,P165,N55,PEKAN NENAS,28012,38,61,1,0,0,0,0,0,0,476,21746,0,0
MCA,WEE JECK SENG,15395,0,11162,2004-GE,2004,GE,JH,P165,N55,PEKAN NENAS,26607,38,61,1,0,0,0,0,0,0,681,20309,0,0
DAP,TAN HAW MENG,4233,0,0,2004-GE,2004,GE,JH,P165,N55,PEKAN NENAS,26607,38,61,1,0,0,0,0,0,0,681,20309,0,0
BN,JEFRIDIN BIN ATAN,11640,DATO' JEFRIDIN ATAN,8201,2022-BYELECTION,2022,BYELECTION,JH,P165,N56,KUKUP,19282,0,0,0,0,0,0,0,0,0,0,0,0,0
PN,MAHATHIR ISKANDAR BIN MUHAMMAD,3439,MAHATHIR ISKANDAR BIN MUHAMMAD,0,2022-BYELECTION,2022,BYELECTION,JH,P165,N56,KUKUP,19282,0,0,0,0,0,0,0,0,0,0,0,0,0
PKR,MOHD ZAIFUL BIN BAKRI,3276,ZAIFUL BAKRI @ EPUL,0,2022-BYELECTION,2022,BYELECTION,JH,P165,N56,KUKUP,19282,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJUANG,ZAMZAM BIN HASHIM,927,ZAM ZAM BIN HASHIM,0,2022-BYELECTION,2022,BYELECTION,JH,P165,N56,KUKUP,19282,0,0,0,0,0,0,0,0,0,0,0,0,0
UMNO,MD OTHMAN BIN HJ YUSOF,11113,DATUK MD OTHMAN YUSOF,862,2018-GE,2018,GE,JH,P165,N56,KUKUP,26920,60,38,1,0,0,0,0,310,3,0,0,0,0
AMANAH,SUHAIZAN BIN KAIAT,10251,SUHAIZAN KAYAT,0,2018-GE,2018,GE,JH,P165,N56,KUKUP,26920,60,38,1,0,0,0,0,310,3,0,0,0,0
PAS,KARIM BIN DERAMAN,1040,DR KARIM BIN DERAMAN,0,2018-GE,2018,GE,JH,P165,N56,KUKUP,26920,60,38,1,0,0,0,0,310,3,0,0,0,0
UMNO,SUHAIMI BIN SALLEH,11682,0,6946,2013-GE,2013,GE,JH,P165,N56,KUKUP,19389,69,28,1,3,0,0,0,0,0,426,16844,0,0
PAS,GHAZALEY BIN AYIUB,4736,0,0,2013-GE,2013,GE,JH,P165,N56,KUKUP,19389,69,28,1,3,0,0,0,0,0,426,16844,0,0
UMNO,DATUK MD OTHMAN YUSOF,10897,0,8639,2008-GE,2008,GE,JH,P165,N56,KUKUP,17689,70,30,1,0,0,0,0,0,0,450,13605,0,0
PAS,AHMAD SANI KEMAT,2258,0,0,2008-GE,2008,GE,JH,P165,N56,KUKUP,17689,70,30,1,0,0,0,0,0,0,450,13605,0,0
UMNO,JAMALIAH @ JAMILAH ENDAN,11544,0,9941,2004-GE,2004,GE,JH,P165,N56,KUKUP,17968,70,29,1,0,0,0,0,0,0,479,13626,0,0
PAS,AHMAD SANI KERMAT,1603,0,0,2004-GE,2004,GE,JH,P165,N56,KUKUP,17968,70,29,1,0,0,0,0,0,0,479,13626,0,0
WARISAN,MOHAMMAD BIN MOHAMARIN,1773,0,703,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
BN,AKRAM BIN ISMAIL,1070,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
PCS,KAMRI BIN KAIL,523,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
BEBAS,DATU AMIR KAHAR BIN DATU MUSTAPHA,261,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
BEBAS,MIASIN BIN NUSIRI,178,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
USNO,SALBIN BIN MUKSIN,48,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
PPRS,ABDUL AZIZ BIN AMIR BANGSAH,11,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N1,BANGGI,5961,0,0.5,0,0.5,72,27,0,0,0,0,64.82%,0,0
WARISAN,MOHAMMAD BIN MOHAMARIN,3613,MOHAMMAD MOHAMARIN,379,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
UMNO,DATUK ABD MIJUL BIN UNAINI,3234,DATUK ABD MIJUL BIN UNAINI,0,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
SOLIDARITI,NORLAJI BIN AMIR HASSAN,367,NORLAJI BIN AMIR HASSAN,0,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
HARAPAN RAKYAT,ABIDULA BIN AMSANA,198,ABIDULA BIN AMSANA,0,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
PPRS,KUSUGAN BIN ALI,105,KUSUGAN BIN ALI,0,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
PKS,ABDUL NASIR BIN JAMALUDDIN,43,ABDUL NASIR BIN JAMALUDDIN,0,2018-GE,2018,GE,SB,P167,N1,BANGGI,11054,7,1,0,19,0,0,73,0,0,0,0,0,0
UMNO,ABD MIJUL BIN UNAINI,4293,0,3239,2013-GE,2013,GE,SB,P167,N1,BANGGI,9861,0,0,0,3,61,37,0,0,0,256,7257,0,0
PKR,DATU ABDUL RAZAK BIN DATU ABDUL SALAM,1054,0,0,2013-GE,2013,GE,SB,P167,N1,BANGGI,9861,0,0,0,3,61,37,0,0,0,256,7257,0,0
IND,MURSALIM BIN TANJUL,642,0,0,2013-GE,2013,GE,SB,P167,N1,BANGGI,9861,0,0,0,3,61,37,0,0,0,256,7257,0,0
SAPP,JAE-LY BIN MEDONG,533,0,0,2013-GE,2013,GE,SB,P167,N1,BANGGI,9861,0,0,0,3,61,37,0,0,0,256,7257,0,0
STAR,DATU MOHD ARIFIN BIN DATU ABDUL SALAM,479,0,0,2013-GE,2013,GE,SB,P167,N1,BANGGI,9861,0,0,0,3,61,37,0,0,0,256,7257,0,0
UMNO,ABDU MIJUL UNAINI,3351,0,2024,2008-GE,2008,GE,SB,P167,N1,BANGGI,8187,0,0,0,0,63,37,0,0,0,232,5109,8,0
PKR,MURSALIM TANJUL,1327,0,0,2008-GE,2008,GE,SB,P167,N1,BANGGI,8187,0,0,0,0,63,37,0,0,0,232,5109,8,0
BERSEKUTU,MARTIN LANTOP,87,0,0,2008-GE,2008,GE,SB,P167,N1,BANGGI,8187,0,0,0,0,63,37,0,0,0,232,5109,8,0
IND,KUSUGAN ALI,70,0,0,2008-GE,2008,GE,SB,P167,N1,BANGGI,8187,0,0,0,0,63,37,0,0,0,232,5109,8,0
PASOK,USMAR UYUH,34,0,0,2008-GE,2008,GE,SB,P167,N1,BANGGI,8187,0,0,0,0,63,37,0,0,0,232,5109,8,0
UMNO,DATU AMIR KAHAR BIN DATU MUSTAPHA,2372,0,392,2004-GE,2004,GE,SB,P167,N1,BANGGI,13594,0,0,0,0,0,0,0,0,0,247,8800,0,0
IND,MURSALIM BIN TANJUL,1980,0,0,2004-GE,2004,GE,SB,P167,N1,BANGGI,13594,0,0,0,0,0,0,0,0,0,247,8800,0,0
PKR,MUSLIMIN BIN ARIP,207,0,0,2004-GE,2004,GE,SB,P167,N1,BANGGI,13594,0,0,0,0,0,0,0,0,0,247,8800,0,0
WARISAN,CHONG CHEN BIN,7206,0,1879,2020-SABAH2020,2020,SABAH2020,SB,P167,N4,TANJONG KAPOR,23700,0,10,0,0.2,60,28,0,0,0,0,61%,0,0
PN,NORLIZAH BINTI GURAHMAN,5327,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N4,TANJONG KAPOR,23700,0,10,0,0.2,60,28,0,0,0,0,61%,0,0
LDP,CHIN KEE YONG,1492,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N4,TANJONG KAPOR,23700,0,10,0,0.2,60,28,0,0,0,0,61%,0,0
PCS,SHAWN DAVEY ROBERT LEE,221,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N4,TANJONG KAPOR,23700,0,10,0,0.2,60,28,0,0,0,0,61%,0,0
USNO,AWANG KARIM BIN ABDUL KADIR,211,0,0,2020-SABAH2020,2020,SABAH2020,SB,P167,N4,TANJONG KAPOR,23700,0,10,0,0.2,60,28,0,0,0,0,61%,0,0
